magistrat	None	magistrate	maistraatti	δικαστής	治安判事	地方法官	sędzia	magistrado	None	None	togado	None
Laut	بَحْر	Aegean	Aigeianmeri	Αιγαίο	エーゲ海	愛琴海	Morze	Mar	Егејско	Egêjsko	mar	ทะเลอีเจียน
dakwaan	None	indictment	syyte	None	None	起訴	akt	indiciamento	None	None	formulación	None
kandar	None	floppy	levykeasema	None	フロッピーディスクドライブ	軟盤驅動器	stacja	leitor/drive	disketna	None	disquetera	None
darurat	حُكْم	martial	poikkeustila	στρατιωτικός	戒厳	戒嚴	stan	lei	ратно	vojno	ley	กฎอัยการศึก
astigmatisme	لَابُؤْرِيّة	astigmatism	astigmaattisuus	αστιγματισμός	非点収差	像散	astygmatyzm	astigmatismo	None	None	None	สายตาเอียง
gelang	سِوَار	bracelet	rannekoru	βραχιόλι	腕輪	手鐲	bransoletka	bracelete	на̀руквица	zapestnica	brazalete	วลัย
cakram	قُرْص	hard	kiintolevy	σκληρός	ハードディスク	硬碟	dysk	disco	тврди	trdi	None	ฮาร์ดดิสก์
difteri	خُنَاق	diphtheria	kurkkumätä	διφθερίτιδα	ジフテリア	白喉	błonica	difteria	gušobolja	None	None	คอตีบ
kedap	None	impermeable	None	αδιαπέραστος	None	None	None	impermeável	None	None	None	None
kotrek	بَرِّيمة	corkscrew	korkkiruuvi	τιρμπουσόν	栓抜き	瓶塞起子	korkociąg	saca-rolhas	извијач	None	sacacorchos	เหล็กไขจุก
pilar	عمود	pillar	pylväs	στυλοβάτης	柱	柱子	filar	None	стуб	steber	None	เสา
rekreasi	اِسْتِجْمَام	recreation	virkistys	ψυχαγωγία	娯楽	娛樂	rekreacja	recreação	рекреација	razvedrilo	recreación	None
kudis	جَرَب	scabies	syyhy	None	疥癬	疥瘡	świerzb	sarna	свра̑б	None	None	หิด
jam	مَنْعُ	curfew	ulkonaliikkumiskielto	απαγόρευση	戒厳令	宵禁	godzina	toque	полицијски	policijska	toque	เคอร์ฟิว
terlalu	None	over-	liikaa	None	多すぎる	None	za	sobre-	None	None	demasiado	เกินไป
indemnitas	None	indemnity	korvausvelvollisuus	None	None	None	None	None	None	zavarovanje	indemnidad	None
purdah	خِمَار	yashmak	niqab	None	ヤシュマク	面紗	nikab	None	зар	None	nicab	None
tanah	وَطَن	homeland	kotimaa	πατρίδα	故郷	祖國	ojczyzna	pátria	до̀мовина	domovina	patria	บ้านเกิด
parasitologi	None	parasitology	parasitologia	None	None	寄生蟲學	None	None	None	None	parasitología	ปรสิตวิทยา
soket	مَقْبِس	socket	pistorasia	ρευματοδότης	コンセント	插座	gniazdko	tomada	у̀тичница	vtičnica	enchufe	ซ็อกเก็ต
gastroenterologi	None	gastroenterology	gastroenterologia	γαστρεντερολογία	胃腸病学	腸胃科	None	gastrenterologia	гастроентероло̀гија	gastroenterologija	gastroenterología	วิทยาทางเดินอาหาร
prasejarah	مَا	prehistoric	esihistoriallinen	προϊστορικός	先史の	史前的	prehistoryczny	pré-histórico	prètpovijēsnī	prazgodovinski	prehistórico	None
perangkat	None	trojan	troijalainen	λυτρισμικό	ランサムウェア	勒索軟體	oprogramowanie	None	уцењивачки	izsiljevalsko	None	None
inisialisasi	None	initialization	alkuarvon	αρχικοποίηση	初期化	初始化	None	inicialização	покретање	None	None	None
undang-undang	None	statute	säädös	None	None	None	statut	None	None	None	estatuto	None
ketetapan	None	statute	säädös	None	律令	法令	None	None	None	None	None	None
diversitas	تَنَوُّع	diversity	monimuotoisuus	None	多様性	多樣性	różnorodność	diversidade	raznòlikōst	None	diversidad	ความหลากหลาย
triwarna	عَلَم	tricolour	trikolori	τρίχρωμη	None	三色旗	flaga	tricolor	тробојка	tribarvnica	None	ธงไตรรงค์
relai	None	relay	rele	ηλεκτρονόμος	None	繼電器	przekaźnik	relé	рѐле̄ј	None	actuador	None
relai	None	relay	None	αντικαθιστώ	None	None	None	None	None	None	relevar	None
kilau	تَهْذِيب	luster	loisto	λάμψη	None	None	None	lustre	None	None	None	None
waslap	مِمْسَح	washcloth	pesulappu	None	ハンドタオル	面巾	None	flanela	None	None	toallita	None
Prusia	بْرُوسْيَا	Prussia	Preussi	Πρωσία	プロイセン	普魯士	Prusy	Prússia	Пру̏ска	None	None	ปรัสเซีย
perusak	مُدَمِّر	destroyer	tuhooja	καταστροφέας	破壊者	None	niszczyciel	destruidor	None	None	destructor	None
nyeri	أَلَمْ	lumbago	noidannuoli	οσφυαλγία	None	下背痛	postrzał	lombalgia	крижо̀боља	bolečina	lumbalgia	ปวดหลังส่วนล่าง
di	بُالْقُرب	next	...-n	δίπλα	...の隣	...旁邊	obok	ao	pored	None	junto	ติดกับ
sektor	None	sector	sektori	None	None	None	None	setor	None	None	None	None
tengkorak	جمجمة	skull	pääkallon	None	髑髏と骨	骷髏畫	trupia	caveira	мр̀твачка	None	calavera	กะโหลกไขว้
autentisitas	None	authenticity	aitous	None	None	本真性	autentyczność	autenticidade	None	None	autenticidad	None
spektrum	طَيْف	electromagnetic	sähkömagneettinen	ηλεκτρομαγνητικό	電磁スペクトル	電磁波譜	widmo	espectro	електромагнетни	elektromagnetni	None	สเปกตรัมแม่เหล็กไฟฟ้า
mutasi	None	mutation	muutos	μετάλλαξη	None	None	mutacja	None	None	None	None	None
mutasi	None	mutation	mutaatio	μετάλλαξη	変異	突變	mutacja	mutação	None	None	mutación	การกลายพันธ์
supremasi	None	rule	laillisuusperiaate	None	法の支配	法治	praworządność	None	None	None	imperio	นิติธรรม
langkah	None	precaution	None	None	予防	防範	None	None	None	None	None	None
Troya	None	Troy	Troija	Τροία	トロイ	特洛伊	Troja	Troia	Тро́ја	None	None	ทรอย
licin	زَلِق	slippery	liukas	ολισθηρός	滑りやすい	滑	śliski	escorregadio	клизав	spolzek	resbaladizo	ลื่น
konstanta	ثَابِت	Planck's	Planckin	σταθερά	プランク定数	普朗克常數	stała	constante	Планкова	None	None	ค่าคงที่ของพลังค์
bendera	جولي	Jolly	merirosvolippu	None	海賊旗	海盜旗	bandera	None	None	None	bandera	None
pemberontakan	عِصْيَان	revolt	kapina	στάση	None	暴亂	bunt	revolta	рѐволт	upor	rebelión	การกบฏ
bajingan	وَغْد	scoundrel	roisto	παλιάνθρωπος	悪党	惡棍	łotr	canalha	ху̏ља	podlež	bribón	None
Pulau	الْجَزِيرَة	North	Pohjoissaari	Βόρειο	None	北島	Wyspa	Ilha	Северно	Severni	Isla	เกาะเหนือ
saya	أَنَا	I	minä	εγώ	私	我	ja	eu	ја	jàz	yo	ผม
benih	شَتْلَة	seedling	taimi	φιντάνι	実生	嫩苗	sadzonka	muda	None	potaknjenec	pimpollo	ต้นอ่อน
apotek	صَيْدَلِيَّة	pharmacy	apteekki	φαρμακείο	薬局	藥店	apteka	farmácia	апоте́ка	lekarna	farmacia	ร้านขายยา
farmasi	صَيْدَلَة	pharmacy	farmasia	φαρμακευτική	薬学	藥劑學	farmacja	farmácia	фа̀рма̄ција	farmacija	farmacia	เภสัชศาสตร์
apoteker	صَيْدَلَة	pharmacy	farmasia	φαρμακοποιία	薬剤師	None	aptekarstwo	None	None	None	None	None
kulit	None	orange	None	None	None	橙皮	skórka	casca	None	None	None	None
trofi	غَنِيمَة	trophy	pokaali	None	トロフィー	獎盃	trofeum	troféu	None	None	trofeo	None
makelar	سِمْسَار	broker	välittäjä	None	仲立人	經紀人	pośrednik	intermediário	по̀среднӣк	posrednik	corredor	นายหน้า
pialang	None	broker	arvopaperimeklari	None	None	None	None	None	burzovni	None	corredor	None
ikan	سَمَكَة	stingray	suurrausku	None	赤鱝	魟魚	None	arraia/raia	žutulja	None	pastinaca	ปลากระเบนธง
penologi	عِلْم	penology	None	None	行刑学	刑罰學	None	None	пенологија	None	penología	None
rekayasa	هَنْدَسَة	reverse	takaisinmallinnus	ανάστροφη	リバースエンジニアリング	逆向工程	inżynieria	engenharia	None	None	ingeniería	วิศวกรรมผันกลับ
halte	مَوْقِف	bus	bussipysäkki	στάση	バス停	汽車站	przystanek	ponto	ста̏јалӣште	avtobusna	parada	ป้ายรถเมล์
bapak	None	adoptive	adoptioisä	προσαρμοστικός	None	養父	ojciec	pai	None	None	padre	None
antimikroba	None	antimicrobial	None	None	None	None	None	antimicrobiano	None	None	None	None
penyakit	دَاء	sexually	sukupuolitauti	σεξουαλικά	性感染症	性病	choroba	doença	None	None	infección	โรคติดต่อทางเพศสัมพันธ์
kateter	قَسْطَر	catheter	katetri	καθετήρας	カテーテル	導管	cewnik	cateter	None	katéter	catéter	None
kreatin	None	arginine	arginiini	αργινίνη	アルギニン	精氨酸	arginina	creatina	аргѝнӣн	None	None	None
selama	None	all	koko	ανέκαθεν	ずっと	始終	od	desde	None	None	todo	None
capcai	None	chop	None	None	チャプスイ	雜碎	None	None	None	None	None	None
metionina	مِيثِيُونِين	glycine	glysiini	μεθιονίνη	グリシン	甘氨酸	glicyna	glicina	метионин	None	ácido	None
plato	هَضْبَة	plateau	ylätasanko	οροπέδιο	None	高原	płaskowyż	planalto	visija	None	meseta	ที่ราบสูง
peterseli	مَقْدُونِس	parsley	persilja	μαϊντανός	パセリ	歐芹	pietruszka	salsa	першин	peteršilj	perejil	None
industrialisasi	تَصْنِيع	industrialization	teollistuminen	εκβιομηχάνιση	産業化	工業化	industrializacja	industrialização	индустријализа́ција	industrializacija	industrialización	การปรับให้เป็นอุตสาหกรรม
termosfer	ثِيرْمُوسْفِير	mesosphere	mesosfääri	μεσόσφαιρα	中間圏	熱成層	mezosfera	mesosfera	термосфера	None	None	เทอร์โมสเฟียร์
mahkamah	مَحْكَمَة	tribunal	tribunaali	δικαστήριο	法廷	仲裁庭	trybunał	None	трибу̀на̄л	razsodišče	None	คณะตุลาการ
amputasi	بَتْر	amputation	amputaatio	ακρωτηριασμός	None	截肢	amputacja	amputação	ампутација	None	amputación	None
jantan	رُجُولِيّ	manly	miehekäs	αντρίκειος	男らしい	男子氣	męski	varonil	None	None	None	None
kapal	بَاخِرَة	steamer	höyrylaiva	ατμόπλοιο	蒸気船	汽船	parowiec	navio/embarcação/barco	parobrod	None	barco	None
eksosfer	None	exosphere	eksosfääri	εξώσφαιρα	外気圏	散逸層	egzosfera	exosfera	егзосфера	eksosfera	None	None
merpati	None	passenger	muuttokyyhky	None	リョコウバト	None	gołąb	pombo-passageiro	None	None	paloma	None
spesifikasi	None	specification	määrittely	προδιαγραφή	仕様	規格	specyfikacja	especificação	None	None	especificación	None
Persemakmuran	اِتِّحَاد	Commonwealth	Itsenäisten	Κοινοπολιτεία	独立国家共同体	獨立國家聯合體	Wspólnota	Comunidade	Заједница	Skupnost	Comunidad	เครือรัฐเอกราช
pohon	None	coconut	kookospalmu	κοκοφοίνικας	ココ椰子	椰子樹	kokos	coqueiro	кокосова	None	cocotero	ต้นมะพร้าว
sejujurnya	None	frankly	suoraan	None	None	None	szczerze	francamente	None	None	None	None
pembakaran	حريق	arson	tuhopoltto	εμπρησμός	放火罪	放火	podpalenie	incêndio	па́леж	požig	incendio	None
siklon	None	tropical	None	None	None	None	None	None	None	None	None	None
murid	None	disciple	oppilas	None	None	弟子	None	discípulo	None	None	None	None
badui	بَدَوِيّ	bedouin	beduiini	None	ベドウィン	貝都因人	beduin	beduíno	беду̀ӣн	None	beduino	None
milisi	تَنْظِيم	militia	miliisi	None	None	民兵	milicja	milícia	мѝлӣција	milica	milicia	None
kepulan	None	puff	haiku	None	None	None	None	baforada	None	None	bocanada	None
ginséng	جِينْسِنْغ	ginseng	None	None	朝鮮人参	人參	żeń-szeń	None	женшен	None	None	โสม
Perjamuan	العشاء	Last	viimeinen	Μυστικός	最後の晩餐	最後的晚餐	Ostatnia	Última	Тајна	Zadnja	Última	None
senja	None	twilight	iltahämärä	σούρουπο	None	黃昏	None	crepúsculo	су̏мра̄к	None	None	None
pikun	None	senile	seniili	ξεμωραμένος	None	None	zniedołężniały	senil	None	None	chocho	None
pikat	نُعَرَة	horsefly	paarma	αλογόμυγα	None	虻	bąk	mutuca	о̏ба̄д	obad	tábano	ฑังส
Republik	الْجُمْهُورِيَّة	Republic	Turkin	Δημοκρατία	トルコ共和国	土耳其共和國	Republika	República	Republika	None	República	สาธารณรัฐตุรกี
melewati	None	get	None	None	None	None	None	None	None	None	cruzar	None
menyampaikan	None	get	None	None	None	None	None	evidenciar	None	None	patentizar	None
mesin	معدات	siege	piirityskone	πολιορκητική	None	攻城武器	machina	arma	opsadne	oblegovalna	arma	None
gerbong	عَرَبَة	railroad	vaunu	άμαξα	客車	鐵路車輛	wagon	carruagem	ва̀го̄н	vagon	vagón	ตู้รถไฟ
tempolong	None	spittoon	sylkykuppi	πτυελοδοχείο	たんつぼ	痰盂	spluwaczka	cuspidor	пљувачница	None	escupidera	None
kerupuk	None	kroepoek	None	None	None	None	None	None	None	None	None	None
garis	None	line	voimaviiva	None	None	None	None	None	None	None	None	None
abu	None	on	heikolla	None	None	None	stąpać	None	на	None	en	None
sekolah	None	vocational	ammattikoulu	None	専門学校	職校	szkoła	None	None	None	None	None
simpang	None	interchange	eritasoliittymä	None	インターチェンジ	None	węzel	trevo	None	None	None	None
menyusui	رَضَاعَة	cage	häkkisukellus	None	母乳栄養	餵奶	karmienie	corre-corre	dojenje	None	ajetreo	None
polisi	مَطَبّ	speed	hidastetöyssy	None	段差舗装	減速帶	próg	banda	ležeći	None	reductor	None
kasuistik	مبيد	bilirubinuria	polykresti	None	None	金黴素	atoniczny	None	kazuistika	None	antivírico	None
asimilasi	None	assimilate	sulauttaa	αφομοιώνω	同化する	None	asymilować	assimilar	asimilírati	None	asimilar	None
margarin	سَمْن	nut	pähkinävoi	μαργαρίνη	マーガリン	堅果醬	margaryna	margarina	марга̀рӣн	None	None	เนยเทียม
indikator	None	indicator	osoitin	δείκτης	インジケータ	指示符	wskaźnik	indicador	None	None	None	None
fisioterapi	None	physiotherapy	fysioterapia	None	理学療法	物理療法	None	fisioterapia	None	None	terapia	None
agar	جِيلَاتِين	gelatin	liivate	None	ゼラチン	明膠	żelatyna	gelatina	None	None	None	เจลาติน
