Arabic	English	Finnish	Greek	Indonesian	Japanese	Mandarin Chinese	POS	Polish	Portuguese	Serbo-Croatian	Slovene	Spanish	Thai	lang	POS
أَلَمْ	lumbago	noidannuoli	οσφυαλγία	nyeri	None	下背痛	n	postrzał	lombalgia	крижо̀боља	bolečina	lumbalgia	ปวดหลังส่วนล่าง	None	noun
بُالْقُرب	next	...-n	δίπλα	di	...の隣	...旁邊	p	obok	ao	pored	None	junto	ติดกับ	None	prep
None	sector	sektori	None	sektor	None	None	n	None	setor	None	None	None	None	None	noun
جمجمة	skull	pääkallon	None	tengkorak	髑髏と骨	骷髏畫	n	trupia	caveira	мр̀твачка	None	calavera	กะโหลกไขว้	None	noun
None	authenticity	aitous	None	autentisitas	None	本真性	n	autentyczność	autenticidade	None	None	autenticidad	None	None	noun
طَيْف	electromagnetic	sähkömagneettinen	ηλεκτρομαγνητικό	spektrum	電磁スペクトル	電磁波譜	n	widmo	espectro	електромагнетни	elektromagnetni	None	สเปกตรัมแม่เหล็กไฟฟ้า	None	noun
None	mutation	muutos	μετάλλαξη	mutasi	None	None	n	mutacja	None	None	None	None	None	None	noun
None	mutation	mutaatio	μετάλλαξη	mutasi	変異	突變	n	mutacja	mutação	None	None	mutación	การกลายพันธ์	None	noun
None	rule	laillisuusperiaate	None	supremasi	法の支配	法治	n	praworządność	None	None	None	imperio	นิติธรรม	None	noun
None	precaution	None	None	langkah	予防	防範	n	None	None	None	None	None	None	None	noun
None	Troy	Troija	Τροία	Troya	トロイ	特洛伊	n	Troja	Troia	Тро́ја	None	None	ทรอย	None	name
زَلِق	slippery	liukas	ολισθηρός	licin	滑りやすい	滑	a	śliski	escorregadio	клизав	spolzek	resbaladizo	ลื่น	None	adj
ثَابِت	Planck's	Planckin	σταθερά	konstanta	プランク定数	普朗克常數	n	stała	constante	Планкова	None	None	ค่าคงที่ของพลังค์	None	name
جولي	Jolly	merirosvolippu	None	bendera	海賊旗	海盜旗	n	bandera	None	None	None	bandera	None	None	noun
عِصْيَان	revolt	kapina	στάση	pemberontakan	None	暴亂	n	bunt	revolta	рѐволт	upor	rebelión	การกบฏ	None	noun
وَغْد	scoundrel	roisto	παλιάνθρωπος	bajingan	悪党	惡棍	n	łotr	canalha	ху̏ља	podlež	bribón	None	None	noun
الْجَزِيرَة	North	Pohjoissaari	Βόρειο	Pulau	None	北島	n	Wyspa	Ilha	Северно	Severni	Isla	เกาะเหนือ	None	name
أَنَا	I	minä	εγώ	saya	私	我	p	ja	eu	ја	jàz	yo	ผม	None	pron
شَتْلَة	seedling	taimi	φιντάνι	benih	実生	嫩苗	n	sadzonka	muda	None	potaknjenec	pimpollo	ต้นอ่อน	None	noun
صَيْدَلِيَّة	pharmacy	apteekki	φαρμακείο	apotek	薬局	藥店	n	apteka	farmácia	апоте́ка	lekarna	farmacia	ร้านขายยา	None	noun
صَيْدَلَة	pharmacy	farmasia	φαρμακευτική	farmasi	薬学	藥劑學	n	farmacja	farmácia	фа̀рма̄ција	farmacija	farmacia	เภสัชศาสตร์	None	noun
صَيْدَلَة	pharmacy	farmasia	φαρμακοποιία	apoteker	薬剤師	None	n	aptekarstwo	None	None	None	None	None	None	noun
None	orange	None	None	kulit	None	橙皮	n	skórka	casca	None	None	None	None	None	noun
غَنِيمَة	trophy	pokaali	None	trofi	トロフィー	獎盃	n	trofeum	troféu	None	None	trofeo	None	None	noun
سِمْسَار	broker	välittäjä	None	makelar	仲立人	經紀人	n	pośrednik	intermediário	по̀среднӣк	posrednik	corredor	นายหน้า	None	noun
None	broker	arvopaperimeklari	None	pialang	None	None	n	None	None	burzovni	None	corredor	None	None	noun
سَمَكَة	stingray	suurrausku	None	ikan	赤鱝	魟魚	n	None	arraia/raia	žutulja	None	pastinaca	ปลากระเบนธง	None	noun
عِلْم	penology	None	None	penologi	行刑学	刑罰學	n	None	None	пенологија	None	penología	None	None	noun
هَنْدَسَة	reverse	takaisinmallinnus	ανάστροφη	rekayasa	リバースエンジニアリング	逆向工程	n	inżynieria	engenharia	None	None	ingeniería	วิศวกรรมผันกลับ	None	noun
مَوْقِف	bus	bussipysäkki	στάση	halte	バス停	汽車站	n	przystanek	ponto	ста̏јалӣште	avtobusna	parada	ป้ายรถเมล์	None	noun
None	adoptive	adoptioisä	προσαρμοστικός	bapak	None	養父	n	ojciec	pai	None	None	padre	None	None	noun
None	antimicrobial	None	None	antimikroba	None	None	n	None	antimicrobiano	None	None	None	None	None	noun
دَاء	sexually	sukupuolitauti	σεξουαλικά	penyakit	性感染症	性病	n	choroba	doença	None	None	infección	โรคติดต่อทางเพศสัมพันธ์	None	noun
قَسْطَر	catheter	katetri	καθετήρας	kateter	カテーテル	導管	n	cewnik	cateter	None	katéter	catéter	None	None	noun
None	arginine	arginiini	αργινίνη	kreatin	アルギニン	精氨酸	n	arginina	creatina	аргѝнӣн	None	None	None	None	noun
None	all	koko	ανέκαθεν	selama	ずっと	始終	a	od	desde	None	None	todo	None	None	adv
None	chop	None	None	capcai	チャプスイ	雜碎	n	None	None	None	None	None	None	None	noun
مِيثِيُونِين	glycine	glysiini	μεθιονίνη	metionina	グリシン	甘氨酸	n	glicyna	glicina	метионин	None	ácido	None	None	noun
هَضْبَة	plateau	ylätasanko	οροπέδιο	plato	None	高原	n	płaskowyż	planalto	visija	None	meseta	ที่ราบสูง	None	noun
مَقْدُونِس	parsley	persilja	μαϊντανός	peterseli	パセリ	歐芹	n	pietruszka	salsa	першин	peteršilj	perejil	None	None	noun
تَصْنِيع	industrialization	teollistuminen	εκβιομηχάνιση	industrialisasi	産業化	工業化	n	industrializacja	industrialização	индустријализа́ција	industrializacija	industrialización	การปรับให้เป็นอุตสาหกรรม	None	noun
ثِيرْمُوسْفِير	mesosphere	mesosfääri	μεσόσφαιρα	termosfer	中間圏	熱成層	n	mezosfera	mesosfera	термосфера	None	None	เทอร์โมสเฟียร์	None	noun
مَحْكَمَة	tribunal	tribunaali	δικαστήριο	mahkamah	法廷	仲裁庭	n	trybunał	None	трибу̀на̄л	razsodišče	None	คณะตุลาการ	None	noun
بَتْر	amputation	amputaatio	ακρωτηριασμός	amputasi	None	截肢	n	amputacja	amputação	ампутација	None	amputación	None	None	noun
رُجُولِيّ	manly	miehekäs	αντρίκειος	jantan	男らしい	男子氣	a	męski	varonil	None	None	None	None	None	adj
بَاخِرَة	steamer	höyrylaiva	ατμόπλοιο	kapal	蒸気船	汽船	n	parowiec	navio/embarcação/barco	parobrod	None	barco	None	None	noun
None	exosphere	eksosfääri	εξώσφαιρα	eksosfer	外気圏	散逸層	n	egzosfera	exosfera	егзосфера	eksosfera	None	None	None	noun
None	passenger	muuttokyyhky	None	merpati	リョコウバト	None	n	gołąb	pombo-passageiro	None	None	paloma	None	None	noun
None	specification	määrittely	προδιαγραφή	spesifikasi	仕様	規格	n	specyfikacja	especificação	None	None	especificación	None	None	noun
اِتِّحَاد	Commonwealth	Itsenäisten	Κοινοπολιτεία	Persemakmuran	独立国家共同体	獨立國家聯合體	n	Wspólnota	Comunidade	Заједница	Skupnost	Comunidad	เครือรัฐเอกราช	None	name
None	coconut	kookospalmu	κοκοφοίνικας	pohon	ココ椰子	椰子樹	n	kokos	coqueiro	кокосова	None	cocotero	ต้นมะพร้าว	None	noun
None	frankly	suoraan	None	sejujurnya	None	None	a	szczerze	francamente	None	None	None	None	None	adv
حريق	arson	tuhopoltto	εμπρησμός	pembakaran	放火罪	放火	n	podpalenie	incêndio	па́леж	požig	incendio	None	None	noun
None	tropical	None	None	siklon	None	None	n	None	None	None	None	None	None	None	noun
None	disciple	oppilas	None	murid	None	弟子	n	None	discípulo	None	None	None	None	None	noun
بَدَوِيّ	bedouin	beduiini	None	badui	ベドウィン	貝都因人	n	beduin	beduíno	беду̀ӣн	None	beduino	None	None	noun
تَنْظِيم	militia	miliisi	None	milisi	None	民兵	n	milicja	milícia	мѝлӣција	milica	milicia	None	None	noun
None	puff	haiku	None	kepulan	None	None	n	None	baforada	None	None	bocanada	None	None	noun
جِينْسِنْغ	ginseng	None	None	ginséng	朝鮮人参	人參	n	żeń-szeń	None	женшен	None	None	โสม	None	noun
العشاء	Last	viimeinen	Μυστικός	Perjamuan	最後の晩餐	最後的晚餐	n	Ostatnia	Última	Тајна	Zadnja	Última	None	None	name
None	twilight	iltahämärä	σούρουπο	senja	None	黃昏	n	None	crepúsculo	су̏мра̄к	None	None	None	None	noun
None	senile	seniili	ξεμωραμένος	pikun	None	None	a	zniedołężniały	senil	None	None	chocho	None	None	adj
نُعَرَة	horsefly	paarma	αλογόμυγα	pikat	None	虻	n	bąk	mutuca	о̏ба̄д	obad	tábano	ฑังส	None	noun
الْجُمْهُورِيَّة	Republic	Turkin	Δημοκρατία	Republik	トルコ共和国	土耳其共和國	n	Republika	República	Republika	None	República	สาธารณรัฐตุรกี	None	name
None	get	None	None	melewati	None	None	v	None	None	None	None	cruzar	None	None	verb
None	get	None	None	menyampaikan	None	None	v	None	evidenciar	None	None	patentizar	None	None	verb
معدات	siege	piirityskone	πολιορκητική	mesin	None	攻城武器	n	machina	arma	opsadne	oblegovalna	arma	None	None	noun
عَرَبَة	railroad	vaunu	άμαξα	gerbong	客車	鐵路車輛	n	wagon	carruagem	ва̀го̄н	vagon	vagón	ตู้รถไฟ	None	noun
None	spittoon	sylkykuppi	πτυελοδοχείο	tempolong	たんつぼ	痰盂	n	spluwaczka	cuspidor	пљувачница	None	escupidera	None	None	noun
None	kroepoek	None	None	kerupuk	None	None	n	None	None	None	None	None	None	None	noun
None	line	voimaviiva	None	garis	None	None	n	None	None	None	None	None	None	None	noun
None	on	heikolla	None	abu	None	None	a	stąpać	None	на	None	en	None	None	adv
None	vocational	ammattikoulu	None	sekolah	専門学校	職校	n	szkoła	None	None	None	None	None	None	noun
None	interchange	eritasoliittymä	None	simpang	インターチェンジ	None	n	węzel	trevo	None	None	None	None	None	noun
رَضَاعَة	cage	häkkisukellus	None	menyusui	母乳栄養	餵奶	n	karmienie	corre-corre	dojenje	None	ajetreo	None	None	noun
مَطَبّ	speed	hidastetöyssy	None	polisi	段差舗装	減速帶	n	próg	banda	ležeći	None	reductor	None	None	noun
مبيد	bilirubinuria	polykresti	None	kasuistik	None	金黴素	n	atoniczny	None	kazuistika	None	antivírico	None	None	noun
None	assimilate	sulauttaa	αφομοιώνω	asimilasi	同化する	None	v	asymilować	assimilar	asimilírati	None	asimilar	None	None	verb
سَمْن	nut	pähkinävoi	μαργαρίνη	margarin	マーガリン	堅果醬	n	margaryna	margarina	марга̀рӣн	None	None	เนยเทียม	None	noun
None	indicator	osoitin	δείκτης	indikator	インジケータ	指示符	n	wskaźnik	indicador	None	None	None	None	None	noun
None	physiotherapy	fysioterapia	None	fisioterapi	理学療法	物理療法	n	None	fisioterapia	None	None	terapia	None	None	noun
جِيلَاتِين	gelatin	liivate	None	agar	ゼラチン	明膠	n	żelatyna	gelatina	None	None	None	เจลาติน	None	noun
جِدَار	firewall	palomuuri	τείχος	tembok	ファイアーウォール	防火牆	n	zapora	None	заштитни	zaščitni	cortafuegos	ไฟร์วอลล์	None	noun
None	root	juuriolut	None	rutbir	ルートビア	根汁汽水	n	None	cerveja	None	zeliščno	cerveza	รูตเบียร์	None	noun
زُبْدَةْ	peanut	maapähkinävoi	φυστικοβούτυρο	selai	ピーナッツバター	花生醬	n	masło	manteiga	maslac	arašídovo	crema	เนยถั่วลิสง	None	noun
None	clinician	kliinikko	None	klinisi	None	臨床醫生	n	None	None	None	None	None	None	None	noun
None	rule	estää	None	menggugurkan	除外する	排除	v	wykluczać	excluir	None	None	descartar	None	None	verb
شِرِّير	naughty	tuhma	άτακτος	nakal	わんぱくな	頑皮	a	niegrzeczny	travesso	None	None	cachondo	ซน	None	adj
None	posthumous	kuolemanjälkeinen	μεταθανάτιος	anumerta	None	None	a	pośmiertny	póstumo	None	None	None	None	None	adj
حِزَام	seat	turvavyö	ζώνη	sabuk	シートベルト	安全帶	n	pas	cinto	None	None	cinturón	เข็มขัดนิรภัย	None	noun
كُونْيَاك	cognac	konjakki	κονιάκ	konyak	コニャック	干邑白蘭地	n	koniak	conhaque	None	None	coñac	None	None	noun
None	converter	konvertteri	μετατροπέας	pengubah	None	None	n	None	None	None	None	None	None	None	noun
None	entrust	antaa	None	mempercayakan	None	None	v	powierzyć	confiar	None	None	encomendar	None	None	verb
None	manipulate	käsitellä	None	memanipulasi	None	操纵	v	manipulować	manipular	None	None	None	None	None	verb
جُمْهُورِيَّة	FYROM	EJTM	ΠΓΔΜ	RMBY	None	None	n	None	ARJM	BJRM	None	ERYM	None	None	name
None	docent	dosentti	None	dosen	None	講師	n	None	None	None	None	docente	None	None	noun
بَحْر	Caspian	Kaspianmeri	Κασπία	Laut	カスピ海	裏海	n	Morze	Mar	Каспијско	Káspijsko	mar	ทะเลแคสเปียน	None	name
جِزْيَة	tribute	pakkovero	φόρος	upeti	貢ぎ物	貢品	n	danina	tributo	None	None	None	None	None	noun
None	sharpshooter	tarkka-ampuja	άριστος	penembak	None	神槍手	n	strzelec	atirador	None	None	francotirador	นักแม่นปืน	None	noun
None	at	samaan	ταυτόχρονα	sinkron	None	同時的	a	naraz	ao	исто̀времено	None	a	None	None	adv
نَاهِيك	let	puhumattakaan	πόσο	apalagi	どころか	更不用說	c	co	muito	још	kaj	y	None	None	conj
None	let	puhumattakaan	None	apalagi	None	None	c	None	ainda	None	None	así	None	None	conj
كُرَات	meatball	lihapyörykkä	κεφτές	bakso	肉団子	肉丸	n	klops	almôndega	None	None	albóndiga	ลูกชิ้น	None	noun
يَانْغْتْسِي	Yangtze	Jangtse	Γιανγκτσέ	Sungai	None	長江	n	Jangcy	Yangtzé	Јангцекјанг	None	Yangtsé	แม่น้ำแยงซี	None	name
None	sprat	kilohaili	παπαλίνα	japuh	None	None	n	szprot	espadilha	слеђица	None	espadín	None	None	noun
صِهْرِيج	cistern	vesisäiliö	δεξαμενή	perigi	貯水槽	水槽	n	cysterna	cisterna	цѝсте̄рна	None	aljibe	ถังน้ำ	None	noun
None	upload	lähettää	ανεβάζω	unggah	アップロードする	上載	v	przesyłać	carregar	prenositi	None	subir	None	None	verb
None	polysemy	polysemia	πολυσημία	polisemi	None	一詞多義	n	polisemia	polissemia	полисѐмија	polisemija	None	None	None	noun
None	incidental	satunnainen	None	insidental	None	None	a	None	None	None	None	fortuito	None	None	adj
None	inventory	varasto	None	inventaris	在庫	庫存	n	inwentarz	inventário	None	None	inventario	None	None	noun
None	inventory	varastoluettelo	None	inventaris	None	None	n	inwentarz	inventário	None	None	inventario	None	None	noun
None	mudskipper	liejuryömijä	None	tembakul	None	彈塗魚	n	None	None	None	None	pez	ปลาตีน	None	noun
خْشَايَارْشَا	Xerxes	Kserkses	Ξέρξης	Ahasyweros	None	None	n	None	None	None	None	Jerjes	None	None	name
ضغط	atmospheric	ilmanpaine	ατμοσφαιρική	tekanan	気圧	大氣壓	n	ciśnienie	pressão	atmosferski	zračni	presión	ความกดอากาศ	None	noun
