synset	lemma	annotation	goodness label	confidence	language	prediction label
01158872-v	campurkan	KEEP	None	6	Spanish, Japanese, Greek, Finnish, Portuguese, English	KEEP
02548893-v	mempercepat	KEEP	O	None	None	KEEP
00133669-a	sedap	KEEP	O	None	None	KEEP
07722217-n	bawang	KEEP	O	1	Thai	KEEP
02627934-v	jadi	DELETE	O	1	English	DELETE
02388950-v	bergaul	KEEP	O	None	None	KEEP
01197014-v	menghabiskan	KEEP	O	1	Slovene	KEEP
01445932-v	menggigit	KEEP	Y	6	Spanish, Japanese, Greek, Finnish, Thai, English	KEEP
00328015-n	pulang	KEEP	Y	2	Spanish, English	KEEP
00992432-a	berminyak	KEEP	O	None	None	KEEP
13439088-n	api	KEEP	O	5	Japanese, Finnish, Portuguese, Mandarin Chinese, English	KEEP
90000230-n	Makanan Khas Singapura	KEEP	None	None	None	KEEP
00594621-v	kenal	KEEP	O	1	Arabic	KEEP
00775611-a	baik	KEEP	O	None	None	KEEP
07859284-n	gula olahan	DELETE	X	1	English	KEEP
01482075-v	tergantung	KEEP	O	1	Finnish	KEEP
01850315-v	pindahkan	KEEP	None	1	Serbo-Croatian	KEEP
00602805-v	berlatih	KEEP	O	1	English	DELETE
01182709-v	mencurahkan	DELETE	O	1	English	DELETE
09992837-n	putri	KEEP	None	1	Japanese	KEEP
01982395-v	menggetok	DELETE	O	1	Finnish	KEEP
02242464-v	jual	KEEP	Y	1	Portuguese	KEEP
01326528-v	menengkarapkan	DELETE	O	1	Finnish	KEEP
01826723-v	menginginkan	KEEP	O	5	Slovene, Finnish, Thai, Portuguese, English	KEEP
02174896-a	mudah	KEEP	O	5	Slovene, Spanish, Finnish, Portuguese, English	KEEP
01801327-a	nyaman	KEEP	None	None	None	KEEP
10476086-n	banduan	DELETE	None	1	Portuguese	KEEP
01110251-a	desainer	KEEP	None	None	None	KEEP
07302836-n	kebakaran	KEEP	O	1	English	KEEP
01673946-a	yang biasa	DELETE	X	None	None	KEEP
05984287-n	edukasi	KEEP	O	1	Portuguese	KEEP
01649720-a	muda	KEEP	O	None	None	KEEP
77000076-a	dua-duanya	DELETE	None	None	None	KEEP
02215087-a	satu	KEEP	L	None	None	KEEP
03671473-n	baris	DELETE	O	1	Polish	KEEP
06339416-n	gelar	KEEP	None	1	Spanish	KEEP
00122626-a	lalu	KEEP	None	None	None	KEEP
08716738-n	kamboja	KEEP	None	None	None	KEEP
01894164-v	meggugah	KEEP	None	1	Finnish	KEEP
80001530-n	Ulambana	KEEP	None	None	None	KEEP
01651196-a	di	DELETE	O	1	English	KEEP
00402535-n	pengisian	KEEP	O	None	None	KEEP
02276305-a	berbuih	KEEP	O	None	None	KEEP
01826184-v	ingin	KEEP	O	1	Portuguese	KEEP
11311173-n	spielberg	KEEP	None	None	None	KEEP
02620587-v	mewakili	DELETE	O	1	Finnish	KEEP
01166093-v	dapat	DELETE	O	2	Portuguese, Finnish	KEEP
00628491-v	pikir	KEEP	None	1	Arabic	KEEP
02685951-v	luasnya	DELETE	X	1	Finnish	KEEP
15179888-n	penanggalan	KEEP	O	1	English	KEEP
02006834-v	sampai di/ke	DELETE	X	1	English	DELETE
02809692-a	teknologi	KEEP	O	2	Finnish, English	KEEP
00122844-a	menyertai	KEEP	O	None	None	KEEP
13659760-n	km/jam	KEEP	None	None	None	KEEP
01621555-v	cipta	KEEP	Y	1	Finnish	KEEP
00755745-v	harapkan	KEEP	None	1	Spanish	KEEP
02202307-a	ketiga	KEEP	O	None	None	KEEP
08510666-n	muka	KEEP	Y	2	Mandarin Chinese, Finnish	KEEP
04096066-n	road	KEEP	None	1	Polish	KEEP
02627934-v	berkehendakkan	DELETE	None	1	English	KEEP
05217168-n	susuk	DELETE	O	1	Portuguese	KEEP
00173338-v	menarik diri	DELETE	O	1	Serbo-Croatian	KEEP
03157348-n	cymbal	KEEP	None	1	Portuguese	KEEP
00746718-v	menyuruh	KEEP	O	1	Thai	KEEP
01855764-a	dasar	KEEP	Y	None	None	KEEP
03378005-n	pujasera	KEEP	None	3	Mandarin Chinese, Finnish, Japanese	KEEP
02745284-a	ideal	KEEP	O	1	English	KEEP
02759190-a	tangan	KEEP	O	None	None	KEEP
07762913-n	durian	KEEP	L	None	None	KEEP
00007015-r	kira	KEEP	Y	6	Slovene, Japanese, Finnish, Thai, Portuguese, English	KEEP
02717102-v	membutuhkan	DELETE	O	1	English	DELETE
02359340-v	dapat	DELETE	O	1	English	DELETE
01999218-v	mengawali	DELETE	O	1	Arabic	KEEP
01192312-v	dicelupkan	KEEP	None	1	Finnish	KEEP
00195024-r	sering	KEEP	O	None	None	KEEP
07879350-n	sashimi	KEEP	X	None	None	KEEP
01686956-v	pertunjukan	KEEP	O	1	English	DELETE
02743547-n	seni	KEEP	O	1	Spanish	KEEP
00428404-a	jelas	KEEP	O	1	Spanish	KEEP
01151110-v	berlatih	DELETE	O	1	Finnish	KEEP
01775164-v	menyukai	KEEP	O	1	Serbo-Croatian	KEEP
02236624-v	meluwengkan	DELETE	O	1	Finnish	KEEP
00325328-v	digoreng	KEEP	X	1	Finnish	KEEP
00243918-n	memasak	KEEP	O	1	Portuguese	KEEP
02130524-v	menengok	KEEP	O	1	Finnish	KEEP
05824739-n	bukti	KEEP	Y	3	Greek, Finnish, Japanese	KEEP
02075857-v	menjadikan	DELETE	O	1	Slovene	KEEP
02132745-v	menatap	KEEP	O	3	Portuguese, Finnish, English	KEEP
03365991-n	lantai	KEEP	O	1	Spanish	KEEP
02551832-v	menyelamatkan	KEEP	O	1	English	DELETE
14759722-n	kulit	KEEP	O	1	Japanese	KEEP
01593649-a	norma	DELETE	Y	1	English	KEEP
14437386-n	reputasi	KEEP	Y	1	Greek	KEEP
00182435-n	pemilihan umum	KEEP	O	None	None	KEEP
02259829-v	menawar	KEEP	O	None	None	KEEP
00029677-n	proses	KEEP	O	1	Greek	KEEP
00489108-a	rujukan harian	DELETE	X	1	Japanese	KEEP
02479323-v	makanan	DELETE	O	1	Mandarin Chinese	KEEP
01982395-v	melebas	DELETE	O	1	Finnish	KEEP
00522751-v	memapak	DELETE	O	1	English	DELETE
01714208-v	tampil	KEEP	None	1	Slovene	KEEP
76100073-x	lembar	KEEP	None	None	None	KEEP
90000215-n	singapore tourism board	KEEP	None	None	None	KEEP
02108654-v	menampung	DELETE	O	1	English	DELETE
04271531-n	toko khusus	KEEP	X	None	None	KEEP
01151110-v	memasukkan	DELETE	O	1	Finnish	KEEP
90000219-n	sang buddha	KEEP	None	None	None	KEEP
01568684-a	dunia	KEEP	O	None	None	KEEP
03178782-n	pola	KEEP	X	1	English	KEEP
02209936-v	meluwengkan	DELETE	O	1	Finnish	KEEP
01588876-v	bermerek	KEEP	None	1	Finnish	KEEP
07794159-n	udang	KEEP	O	1	English	KEEP
01211296-a	tinggi	KEEP	O	None	None	KEEP
13779804-n	populasi	KEEP	O	5	Finnish, Thai, Portuguese, Mandarin Chinese, English	KEEP
05200670-n	keadaan	KEEP	None	1	English	KEEP
07738353-n	kulit	KEEP	Y	2	Portuguese, Thai	KEEP
13844923-n	yang sebelumnya	KEEP	X	1	Finnish	KEEP
01369078-a	enak	KEEP	O	None	None	KEEP
04105893-n	ruangan	KEEP	Y	1	Portuguese	KEEP
02016523-v	melangkah masuk	KEEP	X	1	Finnish	KEEP
02423183-v	memungkinkan	KEEP	O	1	English	DELETE
02130300-v	memandangi	KEEP	None	1	Arabic	KEEP
01083157-a	sepenuh	KEEP	Y	3	Portuguese, English, Japanese	KEEP
00564695-v	lipat	KEEP	L	None	None	KEEP
03670849-n	garis lurus	DELETE	X	1	Portuguese	KEEP
02689299-v	tersebar	KEEP	O	1	Japanese	KEEP
01982395-v	berpose	KEEP	None	1	Finnish	KEEP
08593262-n	garis keturunan	DELETE	X	1	Portuguese	KEEP
05925702-n	kecantikan	KEEP	O	1	English	KEEP
02488834-v	menikah	KEEP	M	2	Portuguese, English	KEEP
10599806-n	penyanyi	KEEP	Y	None	None	KEEP
01156834-v	melalap	DELETE	O	1	English	DELETE
00018577-r	cukup	KEEP	O	1	Japanese	KEEP
03417749-n	taman	KEEP	O	1	Mandarin Chinese	KEEP
03098252-a	semenanjung	KEEP	O	None	None	KEEP
01995549-v	bergerak	KEEP	O	1	English	DELETE
07886572-n	membuat	DELETE	O	1	Finnish	KEEP
01150559-v	menyasar	KEEP	None	1	English	KEEP
00488187-a	khusus	KEEP	L	None	None	KEEP
02067719-a	berbeda-beda	KEEP	None	None	None	KEEP
02324478-v	tambah	KEEP	O	1	Serbo-Croatian	KEEP
90000024-n	dewa keberuntungan	KEEP	None	None	None	KEEP
00410247-n	praktik	KEEP	X	2	Portuguese, Finnish	KEEP
01152746-a	lembut	KEEP	Y	5	Spanish, Polish, Japanese, Thai, English	KEEP
00486067-r	ke bawah	KEEP	None	1	English	KEEP
01665638-v	memasak	KEEP	O	1	English	DELETE
15118011-n	setiap saat	KEEP	X	None	None	KEEP
04071102-n	suaka	KEEP	Y	2	Finnish, English	KEEP
01264336-a	lucu	KEEP	O	3	Finnish, English, Japanese	KEEP
00943837-v	tunjukkan	KEEP	X	1	English	DELETE
08720481-n	chile	KEEP	None	1	Portuguese	KEEP
01375831-a	terkemuka	KEEP	O	None	None	KEEP
02308741-v	memberikan	KEEP	O	1	English	DELETE
03176763-n	department	KEEP	None	1	Thai	KEEP
02006834-v	melebas	DELETE	O	1	English	DELETE
07272084-n	lambang	KEEP	O	1	English	KEEP
01861205-a	umum	KEEP	Y	1	Portuguese	KEEP
01410223-v	menumbuk	KEEP	O	1	Thai	KEEP
02255268-v	berikan	KEEP	None	1	Serbo-Croatian	KEEP
07473441-n	kejayaan	KEEP	Y	2	Portuguese, Spanish	KEEP
00724832-v	mengherankan	KEEP	O	3	Portuguese, Finnish, Slovene	KEEP
00723056-v	memperhatikan	KEEP	None	1	English	KEEP
08997487-n	singapura	KEEP	X	2	Portuguese, English	KEEP
05861067-n	total	KEEP	L	1	English	KEEP
00198147-a	depan	KEEP	O	1	English	KEEP
00792641-a	berdaulat	KEEP	O	None	None	KEEP
08568256-n	tata	KEEP	None	1	English	KEEP
05615028-n	akal	KEEP	None	1	Greek	KEEP
02207206-v	dibelinya	KEEP	None	1	English	KEEP
00755745-v	berkehendakkan	DELETE	None	1	Spanish	KEEP
00104345-r	sekurang	KEEP	None	1	Serbo-Croatian	KEEP
02958343-n	mobil	KEEP	O	1	Thai	KEEP
02734488-v	berada	KEEP	O	1	Slovene	KEEP
06691684-n	pujian	KEEP	O	1	Spanish	KEEP
00032863-r	sejak	KEEP	None	None	None	KEEP
00189511-v	menyuapkan	KEEP	Y	1	Japanese	KEEP
02327200-v	memberikan	KEEP	Y	1	Finnish	KEEP
02261642-v	dijamu	KEEP	None	1	English	KEEP
08820121-n	kanada	KEEP	None	None	None	KEEP
04351550-n	suites	KEEP	None	1	Spanish	KEEP
13773725-n	sedikit	KEEP	None	1	Finnish	KEEP
00173338-v	mengeluarkan dari	DELETE	X	1	Serbo-Croatian	KEEP
00381097-a	kacang	KEEP	None	None	None	KEEP
02129289-v	lihat	KEEP	Y	1	Arabic	KEEP
00700451-a	pasti	KEEP	Y	1	Japanese	KEEP
14563564-n	kekejaman	KEEP	O	1	English	KEEP
00039941-r	terlihat	KEEP	None	None	None	KEEP
08310389-n	kumpul	KEEP	O	1	Greek	KEEP
00689344-v	menganggap	KEEP	Y	1	Arabic	KEEP
02688623-a	cereal	KEEP	None	1	English	KEEP
02342899-a	berbintang lima	KEEP	None	None	None	KEEP
09918248-n	anak	KEEP	Y	1	English	KEEP
90000325-n	terasie	DELETE	None	None	None	KEEP
01166351-v	bersantap	KEEP	Y	1	English	KEEP
80000857-n	kartu	KEEP	None	None	None	KEEP
02249766-a	sendiri	KEEP	O	None	None	KEEP
00358021-r	bebas	KEEP	O	1	English	KEEP
02330336-a	durhaka	KEEP	O	None	None	KEEP
04161981-n	kursi	KEEP	O	1	English	KEEP
01179865-v	beri	KEEP	None	1	English	KEEP
09818022-n	astronot	KEEP	X	7	Slovene, Polish, Japanese, Greek, Finnish, Mandarin Chinese, English	KEEP
08567877-n	destinasi	KEEP	Y	6	Polish, Finnish, Portuguese, Mandarin Chinese, English, Serbo-Croatian	KEEP
04362025-n	permukaan	KEEP	O	7	Slovene, Spanish, Greek, Finnish, Thai, Portuguese, English	KEEP
03546340-n	perumahan	KEEP	Y	1	Portuguese	KEEP
08544419-n	sudut	KEEP	O	1	Slovene	KEEP
02568672-v	mempraktikan	DELETE	X	1	English	DELETE
00394135-a	warna	KEEP	Y	1	English	KEEP
02446931-a	renyah	KEEP	Y	None	None	KEEP
01629000-v	beri	KEEP	Y	1	English	KEEP
08588152-n	dalam negeri	DELETE	O	None	None	KEEP
09545324-n	roh	KEEP	O	1	English	KEEP
01825237-v	menginginkan	KEEP	X	3	Slovene, Mandarin Chinese, Thai	KEEP
80000982-n	313@orchard	KEEP	None	None	None	KEEP
80000461-n	egg tarts	KEEP	None	None	None	KEEP
00840517-n	makan	KEEP	None	None	None	KEEP
02359464-a	luar biasa	KEEP	Y	None	None	KEEP
08559508-n	sebelah	DELETE	O	1	Spanish	KEEP
01233027-v	tepuk	KEEP	Y	1	Greek	KEEP
07498455-n	rasa	KEEP	None	None	None	KEEP
00103664-r	dan sebagainya	KEEP	X	1	English	KEEP
02302822-a	pasti	KEEP	O	None	None	KEEP
01158181-v	memakan	DELETE	O	1	Finnish	KEEP
01882170-v	berjalan-jalan	KEEP	O	1	English	DELETE
02439568-n	trotters	KEEP	None	1	Spanish	KEEP
01532589-v	membersihkan	KEEP	O	1	Spanish	KEEP
13860793-n	tegap	DELETE	O	2	Portuguese, English	KEEP
04998530-n	bentuk badan	DELETE	X	1	Portuguese	KEEP
02395115-a	gurih	KEEP	O	3	Portuguese, Finnish, Spanish	KEEP
00968730-a	eksotis	KEEP	None	None	None	KEEP
06739990-n	alasan	KEEP	Y	1	English	KEEP
01447937-a	ketat	KEEP	O	None	None	KEEP
00850552-a	halus	KEEP	O	None	None	KEEP
01621555-v	menghasilkan	KEEP	Y	1	Finnish	KEEP
00705227-v	bermaksud	KEEP	O	1	Japanese	KEEP
02209745-v	memasukkan	DELETE	O	1	Finnish	KEEP
15228378-n	10	KEEP	None	1	Portuguese	KEEP
09011151-n	belarus	KEEP	None	None	None	KEEP
03671668-n	tali	DELETE	O	2	Polish, English	KEEP
00027807-n	bentuk	KEEP	O	1	English	KEEP
00575365-n	kacang	DELETE	O	1	English	KEEP
04751305-n	keberagaman	KEEP	None	6	Spanish, Japanese, Finnish, Thai, Portuguese, English	KEEP
02708420-v	menghabiskan	KEEP	O	1	English	DELETE
05809878-n	dunia	KEEP	Y	1	English	KEEP
00920336-v	menemukan	KEEP	O	3	Finnish, English, Serbo-Croatian	KEEP
00965606-a	sudah biasa	KEEP	X	1	English	KEEP
01998432-v	mengikuti	KEEP	Y	None	None	KEEP
01756292-a	sebentar	KEEP	O	None	None	KEEP
01104026-a	spesial	KEEP	Y	None	None	KEEP
02676054-v	berkaitan	KEEP	O	1	English	DELETE
00672785-a	berbahan	KEEP	X	None	None	KEEP
01653873-v	terbuat	KEEP	None	1	Spanish	KEEP
07420770-n	kerusakan	KEEP	O	1	Spanish	KEEP
01904930-v	berjalan kaki	KEEP	Y	2	Mandarin Chinese, English	KEEP
90000325-n	trassi	DELETE	None	None	None	KEEP
02594979-v	mengoperasikan	KEEP	O	7	Slovene, Spanish, Greek, Thai, Portuguese, Mandarin Chinese, English	KEEP
02257767-v	gantikan	KEEP	X	1	English	DELETE
00220739-a	menakjubkan	KEEP	O	None	None	KEEP
01863066-a	mempunyai hak istimewa	DELETE	X	None	None	KEEP
02490877-v	rayakan	KEEP	X	1	Greek	KEEP
00835032-n	napas	KEEP	O	3	Finnish, English, Japanese	KEEP
00802946-v	izinkan	KEEP	X	3	Slovene, Finnish, English	KEEP
00493012-a	kaum	KEEP	O	None	None	KEEP
14406573-n	kekesalan	KEEP	O	1	Mandarin Chinese	KEEP
00770437-v	melakukan	DELETE	O	1	English	DELETE
13713003-n	garis	DELETE	O	1	Japanese	KEEP
07071942-n	genre	KEEP	None	2	Finnish, Arabic	KEEP
01982395-v	mencemuk	DELETE	O	1	Finnish	KEEP
01415480-a	terbatas	KEEP	O	None	None	KEEP
00950272-a	dalam	KEEP	Y	1	English	KEEP
01676517-a	mengagumkan	KEEP	O	None	None	KEEP
00087736-v	terjangkit	KEEP	None	1	English	KEEP
01593649-a	bersahaja	DELETE	Y	1	English	KEEP
02670578-v	melayani	KEEP	O	1	Thai	KEEP
00599992-v	meluwengkan	DELETE	O	1	Arabic	KEEP
14031108-n	persiapan	KEEP	O	None	None	KEEP
01069980-n	puasa	KEEP	O	None	None	KEEP
03044740-a	arab	KEEP	None	1	Portuguese	KEEP
02434976-v	memasuki	KEEP	O	1	Finnish	KEEP
90000123-n	parade chingay	KEEP	None	None	None	KEEP
02077656-v	mengarik	DELETE	O	2	Portuguese, Spanish	KEEP
02149787-a	berbentuk	KEEP	O	None	None	KEEP
06685754-n	jaminan	KEEP	O	2	Slovene, Finnish	KEEP
90000081-n	plum village restaurant	KEEP	None	None	None	KEEP
07649854-n	daging	KEEP	Y	1	Thai	KEEP
08567235-n	suasana	KEEP	Y	1	Portuguese	KEEP
03471974-n	lelaki	DELETE	O	None	None	KEEP
00916274-v	gertak	KEEP	None	None	None	KEEP
08613593-n	di luar	DELETE	None	None	None	KEEP
90000122-n	apabila anda	KEEP	None	None	None	KEEP
90000198-n	Sri Warisan	KEEP	None	None	None	KEEP
09483738-n	mahluk	KEEP	None	None	None	KEEP
13253423-n	selain	KEEP	None	1	Finnish	KEEP
09178999-n	alasan	KEEP	O	1	Polish	KEEP
00716370-a	umum	KEEP	O	None	None	KEEP
01027174-v	makanan	DELETE	O	1	Finnish	KEEP
02006834-v	terlanda	DELETE	O	1	English	DELETE
02174115-v	berdentang	KEEP	O	None	None	KEEP
04054213-n	mrt singapura	DELETE	X	None	None	KEEP
02560585-v	berbuat	DELETE	O	1	English	DELETE
01456710-a	bunting	DELETE	O	1	English	KEEP
07881800-n	minuman	KEEP	Y	2	Polish, Arabic	KEEP
00071840-r	kira-kira	DELETE	O	1	English	KEEP
00394813-v	adun	DELETE	Y	1	Finnish	KEEP
00018043-r	baik	DELETE	Y	1	English	KEEP
01182709-v	membekali	DELETE	O	1	English	DELETE
01700414-a	rimbun	KEEP	O	3	Portuguese, Finnish, English	KEEP
03117835-a	singapura	KEEP	None	None	None	KEEP
01605327-a	selatan	KEEP	O	None	None	KEEP
00523513-n	,olah	KEEP	None	2	Finnish, English	KEEP
01494273-a	musim	KEEP	Y	None	None	KEEP
08569998-n	lahan	KEEP	None	1	English	KEEP
00033308-r	tadi	KEEP	O	None	None	KEEP
00087736-v	terjangkit	DELETE	None	1	English	KEEP
15168790-n	fajar	KEEP	Y	3	Spanish, Mandarin Chinese, English	KEEP
03129123-n	kreasi	KEEP	O	None	None	KEEP
15140744-n	hidup	KEEP	O	1	English	KEEP
01168468-v	menangsel perut	DELETE	O	1	English	DELETE
80000472-n	siew mai	KEEP	None	None	None	KEEP
00347610-v	serbu	KEEP	L	1	English	KEEP
06802571-n	orang yang mendahului	DELETE	X	2	Spanish, English	KEEP
13246662-n	tanah	KEEP	O	2	Spanish, English	KEEP
01824736-v	menyukai	DELETE	O	1	Portuguese	KEEP
09776807-n	pecinta	KEEP	None	None	None	KEEP
03430959-n	perlengkapan	KEEP	O	3	Slovene, Finnish, Japanese	KEEP
03322099-n	pertanian	KEEP	Y	1	Portuguese	KEEP
00363621-s	keren	KEEP	None	None	None	KEEP
01777210-v	menghayati	DELETE	O	1	English	DELETE
01292683-a	gemar	KEEP	O	None	None	KEEP
04687333-n	pesona	KEEP	Y	1	Finnish	KEEP
01270486-a	singkat	KEEP	O	None	None	KEEP
02526509-v	tidak dapat	KEEP	O	2	Finnish, English	KEEP
00984624-a	renyah	KEEP	O	None	None	KEEP
02341266-a	unggulan	KEEP	None	None	None	KEEP
01076145-a	nyaman	KEEP	Y	None	None	KEEP
01156834-v	menampung	DELETE	O	1	English	DELETE
08593924-n	asal-usul	DELETE	X	1	Portuguese	KEEP
06831284-n	b	KEEP	None	None	None	KEEP
00394813-v	campur	KEEP	Y	1	Finnish	KEEP
04068976-n	cerminan	KEEP	Y	1	English	KEEP
15173479-n	kalender	KEEP	O	2	Portuguese, Slovene	KEEP
00048475-r	sekarang ini	KEEP	X	3	Portuguese, Finnish, English	KEEP
77000112-n	kenapa	KEEP	None	None	None	KEEP
15204297-n	tahun	KEEP	O	2	Portuguese, Spanish	KEEP
01190948-v	nikmati	KEEP	X	None	None	KEEP
00674607-v	pilih	KEEP	Y	1	Finnish	KEEP
08613593-n	luar	KEEP	L	None	None	KEEP
02318464-a	lempengan	KEEP	None	1	Thai	KEEP
00510629-r	kebetulan	KEEP	O	None	None	KEEP
00274724-v	merongrong	DELETE	O	1	Finnish	KEEP
01982395-v	memukul	DELETE	O	1	Finnish	KEEP
80000638-n	pasar malam	KEEP	None	None	None	KEEP
08622950-n	suasana	DELETE	O	2	Finnish, English	KEEP
13412321-n	daftar	KEEP	O	None	None	KEEP
08641113-n	sekitar	KEEP	O	1	Portuguese	KEEP
08114861-n	bagian	KEEP	O	2	Polish, Japanese	KEEP
01409581-a	ganal	DELETE	O	1	Polish	KEEP
06506757-n	pengingat	KEEP	None	None	None	KEEP
15155220-n	hari	KEEP	Y	1	Arabic	KEEP
13165646-n	kayu	KEEP	O	1	English	KEEP
00167829-a	menarik	KEEP	O	None	None	KEEP
02056265-a	religius	KEEP	None	None	None	KEEP
02759443-v	menyala	KEEP	O	1	English	DELETE
03841417-n	karya	KEEP	Y	2	Portuguese, Spanish	KEEP
01188725-v	mau	KEEP	O	8	Slovene, Spanish, Greek, Finnish, Portuguese, Mandarin Chinese, English, Serbo-Croatian	KEEP
00804695-a	aktif	KEEP	Y	None	None	KEEP
08223802-n	komunitas	KEEP	O	1	Greek	KEEP
02479323-v	menghantar	DELETE	O	1	Mandarin Chinese	KEEP
00630380-v	mencerminkan	KEEP	Y	1	English	KEEP
13744044-n	3	KEEP	None	3	Slovene, Finnish, English	KEEP
01422556-a	langsung	KEEP	Y	1	English	KEEP
00755745-v	mengasakan	DELETE	O	1	Spanish	KEEP
00026192-n	rasa	KEEP	L	1	Finnish	KEEP
00106182-a	banyak	KEEP	O	None	None	KEEP
02796995-n	crazy elephant	KEEP	None	1	Japanese	KEEP
01777210-v	laksana	DELETE	O	1	English	DELETE
06880249-n	cerminan	KEEP	L	1	English	KEEP
13923779-n	kesehatan	KEEP	O	1	English	KEEP
02108654-v	mengambil	DELETE	O	1	English	DELETE
00734054-v	mengarik	DELETE	O	1	Finnish	KEEP
00065294-r	dua kali	KEEP	X	None	None	KEEP
00394813-v	campurkan	DELETE	X	1	Finnish	KEEP
00950002-a	di luar	DELETE	None	None	None	KEEP
00345761-v	mulai	KEEP	O	1	English	DELETE
01777822-a	psikedelik	KEEP	None	None	None	KEEP
01982395-v	membajau	DELETE	O	1	Finnish	KEEP
02207206-v	dibeli	KEEP	None	1	English	KEEP
01188725-v	perlu	KEEP	O	8	Slovene, Spanish, Greek, Finnish, Portuguese, Mandarin Chinese, English, Serbo-Croatian	KEEP
90000057-n	kuil relik gigi sang	KEEP	None	None	None	KEEP
00586262-n	tempat kedua	DELETE	X	1	English	KEEP
07450651-n	pesta	KEEP	O	1	Arabic	KEEP
13396861-n	harus dibayar	KEEP	X	1	Spanish	KEEP
02325968-v	belanja	KEEP	None	1	English	KEEP
02005948-v	tiba	KEEP	O	1	English	DELETE
02690708-v	berada	KEEP	O	1	Finnish	KEEP
01050890-a	kasihan	KEEP	O	None	None	KEEP
02469835-v	bersatu	KEEP	O	2	Finnish, English	KEEP
07867421-n	fondue	KEEP	M	None	None	KEEP
01912159-v	melintasi	KEEP	O	1	English	DELETE
00350104-v	menyambung semula	DELETE	X	4	Greek, Finnish, English, Serbo-Croatian	KEEP
07797189-n	kakap	KEEP	O	None	None	KEEP
09003284-n	rusia	KEEP	X	1	Thai	KEEP
04417809-n	panggung	KEEP	O	2	Portuguese, Polish	KEEP
13277886-n	perbelanjaan	KEEP	O	1	Japanese	KEEP
03032252-n	bioskop	KEEP	Y	1	Spanish	KEEP
02586458-v	mempesona	KEEP	X	None	None	KEEP
01911526-v	berkeliling	KEEP	O	1	English	DELETE
00425071-v	datang	KEEP	O	1	Slovene	KEEP
02408977-a	daerah	KEEP	O	None	None	KEEP
01921964-v	naik	KEEP	Y	1	Greek	KEEP
01158181-v	melalap	DELETE	O	1	Finnish	KEEP
07920222-n	latte	KEEP	X	None	None	KEEP
09532384-n	bodhisattva	KEEP	None	1	Thai	KEEP
00744916-a	ditandingi	KEEP	None	1	Polish	KEEP
07872748-n	minuman anggur	KEEP	X	None	None	KEEP
00119139-r	walaupun	KEEP	O	1	English	KEEP
02620587-v	memisalkan	DELETE	O	1	Finnish	KEEP
02198409-a	300	KEEP	None	None	None	KEEP
15050011-n	rempah	KEEP	O	2	Slovene, Finnish	KEEP
02191546-v	rasa	KEEP	Y	1	Serbo-Croatian	KEEP
07491038-n	kegembiraan	KEEP	O	3	Portuguese, Finnish, Arabic	KEEP
13983717-n	malam	KEEP	O	4	Slovene, Mandarin Chinese, Finnish, Thai	KEEP
00047534-r	juga	KEEP	O	1	Portuguese	KEEP
01645601-v	membuat	KEEP	O	1	English	DELETE
13384557-n	uang-uangan	KEEP	O	1	English	KEEP
03307981-n	ekstra	KEEP	O	1	Polish	KEEP
02459109-a	tenang	KEEP	O	1	Finnish	KEEP
08898633-n	kairo	KEEP	X	1	Portuguese	KEEP
77000080-a	itu	KEEP	None	None	None	KEEP
01512625-v	melempar	KEEP	O	1	Finnish	KEEP
02355596-v	membentuk watak	DELETE	X	1	English	DELETE
07565259-n	hidangan	KEEP	O	1	Spanish	KEEP
04952944-n	kilau	KEEP	O	None	None	KEEP
00075161-r	balik	KEEP	Y	1	English	KEEP
80001492-n	cita rasa anggur	KEEP	None	None	None	KEEP
01974062-v	mengangkat	KEEP	Y	1	Spanish	KEEP
11252222-n	sir thomas stamford raffles	KEEP	None	None	None	KEEP
09512835-n	nat	DELETE	None	1	English	KEEP
09979321-n	kritikus	KEEP	Y	4	Portuguese, Finnish, English, Thai	KEEP
10471250-n	ulama	KEEP	None	1	Portuguese	KEEP
80000844-n	cheongsam	KEEP	None	None	None	KEEP
07747607-n	jeruk	KEEP	O	3	Portuguese, English, Thai	KEEP
00044797-v	mengenakan pakaian	KEEP	X	1	English	DELETE
02635189-v	berarti	KEEP	None	1	Mandarin Chinese	KEEP
90000524-n	mid-autumn	KEEP	None	None	None	KEEP
15280497-n	kecepatan	KEEP	Y	1	Spanish	KEEP
02676054-v	berhubungan	DELETE	L	1	English	KEEP
03670849-n	jalur	DELETE	O	1	Portuguese	KEEP
00903894-a	penting	KEEP	Y	None	None	KEEP
01586342-a	baik	KEEP	Y	1	Japanese	KEEP
07555863-n	makanan	KEEP	O	1	Spanish	KEEP
01795933-a	kompleks	KEEP	O	None	None	KEEP
01387319-a	luas	KEEP	O	None	None	KEEP
06598030-n	bacaan	KEEP	Y	None	None	KEEP
01729819-a	mantan	KEEP	None	None	None	KEEP
02140033-v	memamerkan	KEEP	O	1	English	DELETE
01779165-v	takuti	KEEP	None	1	English	KEEP
01072262-v	bersaing	KEEP	Y	1	Japanese	KEEP
02671780-n	asesori	KEEP	X	1	Polish	KEEP
01999218-v	menghantar	DELETE	O	1	Arabic	KEEP
00329831-a	sentral	KEEP	Y	1	English	KEEP
02685390-v	luas	KEEP	Y	1	Finnish	KEEP
09908025-n	kawan	DELETE	O	1	Spanish	KEEP
00114431-n	tarikan	KEEP	O	1	English	KEEP
