tag	clemma
07460546-n	maraton
09820263-n	olahragawan
01072262-v	memperebutkan
06706676-n	medali
00478262-n	sepak bola
00117985-v	terus
00118523-v	bersambung
01821132-v	terpaku
00452512-v	memenuhi
06619428-n	siaran
01422556-a	siaran langsung
09923673-n	rakyat
01932973-a	sebenar
10639925-n	fans
10677713-n	supporter
01646021-a	parobaya
01090335-v	gaduh
01216004-v	menggenggam
07151380-n	ekspresi
14406573-n	kekesalan
07527352-n	kegembiraan
08570758-n	lapangan
00295701-n	baris
04295881-n	stadion
00468480-n	sepak bola
13746512-n	10
02001858-v	mengejar
00019757-r	selalu
02188525-a	22
00450070-n	pacuan
07458453-n	pacuan
02374451-n	kuda
08101410-n	ras
01536641-a	ultra-modern
00450070-n	pacuan kuda
01618693-v	diperkenalkan
07967982-n	bangsa
00039916-n	jemput
00075161-r	balik
02756098-n	pakaian
00044797-v	mengenakan pakaian
00227507-a	bagus
00605023-n	tahta
08556491-n	kawasan
03124541-a	tekstil
00047534-r	demikian
00729285-n	belajar
03640660-n	lorong
07399452-n	suara
12136206-n	rotan
03719053-n	rumah
14439294-n	reputasi
02488488-v	mengunjungi
01473083-a	kecil
08912842-n	persia
03111296-n	renda
01217338-a	tiruan
00563330-n	permata tiruan
01637982-v	menemukan
00936297-a	bekas
02904233-n	hamparan
00715074-v	selesai
07062697-n	jaz
04727214-n	suasana
05711915-n	lagu
01055954-n	kunjungan
00122626-a	yang berikut
09120594-n	manhattan
09004068-n	moscow
14915184-n	iced
07933274-n	tea
09117351-n	new york
14437552-n	kehormatan
07911677-n	koktil
00744916-a	tersulit
07886572-n	buat
00018781-r	agak
00408660-a	muda
04970916-n	warna merah muda
04970916-n	merah muda
07904395-n	gin
07757132-n	cherry
07901587-n	liquer
07908812-n	benedictine
07768694-n	delima
01654628-v	menghasilkan
09282724-n	busa
08663354-n	di atas
06517942-n	bon
01691057-v	tulis
06403393-n	tangan
00735389-v	bertahun
01482075-v	tergantung
03800563-n	million
13661273-n	dollar
07911677-n	cocktail
06688274-n	pengakuan
01442186-a	pendek
06624161-n	letter
06371999-n	cerita pendek
02876657-n	botolan
02238085-v	dapatkan
00978754-a	segera
01666131-v	meracik
00363788-n	tambahan
07749582-n	limau
01387786-v	peras
04814238-n	brilian
02287041-v	temukan
05218899-n	perangkat
01679980-v	berhias
03965456-n	pertokoan
80000091-n	bugis street market
02616386-v	sebagai
10990963-n	garibaldi
07873807-n	pizza
02445636-a	kuat
90000045-n	italia selatan
02727462-v	tetap
07749582-n	lemon
00592341-v	menghargai
14486767-n	kemurnian
07565083-n	makanan yang disajikan
07808904-n	daun mint
14956325-n	tanah liat
08615374-n	park
01233156-n	dikunjungi
08566028-n	ujung
01621555-v	menciptakan
90000320-n	wewangian
07939382-n	sederet
14708720-n	alkohol
03936764-n	pil
04253437-n	sabun
05216365-n	badan
03128519-n	krim
00257770-n	mandi
02208265-v	memperoleh
08060446-n	pembuat
00607780-v	mengenang
00612612-v	memperingati
00060632-r	sebelum ini
15218272-n	ramadhan
00292937-a	sibuk
00411048-n	mengamalkan
01189427-v	berpuasa
01089635-n	beramal
11472960-n	cahaya lampu
02813645-n	bazaar
00448314-a	hampir
00684838-v	mempunyai
08910668-n	persia
13306870-n	harga
01718867-a	miring
02879087-n	karangan
02847786-a	bunga
03775071-n	sarung tangan
04606014-n	karangan bunga
01661243-v	membuat
03613294-n	kunci
01828736-v	cintai
01690294-v	lukis
01161561-v	menggunakan
00850552-a	halus
07623933-n	tar
01106405-a	setempat
07623664-n	kue tar
00331194-r	rata
08227916-n	keluarga
00838367-n	makanan
07834160-n	rempah-rempah
07707451-n	(sayur-sayuran
02108026-v	membawa
00959524-v	kembali
02790726-a	desa
00927017-a	wujud
02078294-v	membawa kembali
04197391-n	baju
15204983-n	berpuluh-puluh
02631659-v	dibanggakannya
04138261-n	satin
03441112-n	sarung tangan
03236735-n	gaun
01666327-v	menjahit
07452074-n	pernikahan
01796452-a	fantastis
02197505-v	menyapa
00502710-r	begitu
08497294-n	siglap
07164546-n	menawarkan
00027384-r	meski
02565425-a	disediakan
00022829-r	sekali
02568672-v	buat
01795933-a	kompleks
02225510-a	terampil
01344171-a	mengagumkan
09972010-n	saudara”
03541696-n	inn
02418421-v	main
02560585-v	melakukan
00975778-a	berkelas
90000147-n	marina square
02024928-a	megah
05115040-n	melimpah
01672607-a	biasa
07560193-n	siap
07560193-n	saji
00484166-v	selesai
00461782-n	boling
01672607-a	yang biasa
02199590-v	berikan
01577635-v	membenamkan diri
00875394-v	sarankan
04727214-n	udara
01066542-a	sering
09786585-n	penggemar
00903559-n	fotografi
01038666-v	mengobrol
07776866-n	laut
07871436-n	bakso
07868955-n	fishball
07699584-n	noodles
90000336-n	lomi
00751567-v	membuat
90000069-n	mr teo
15150618-n	tahun 70-an
04684358-n	kehebatan
13855627-n	kontras
00325208-v	tim
07810907-n	penyedap
12432808-n	bawang
09437241-n	iris
00893441-a	seimbang
07669713-n	perut babi
07841037-n	putih telur
01843689-v	kunjungilah
02881193-n	semangkuk
02621395-v	menjadikan
08399977-n	jalinan
00034479-n	yang demikian
00037641-r	demikian
00724832-v	mengagumkan
02614387-v	hidup
02112701-a	bersatu
08375369-n	masyarakat
02477047-a	kohesif
09686401-n	eurasi
07966570-n	minoritas
02649830-v	hidup
13957268-n	hidup bersama
01928838-v	melangkahkan
01188725-v	perlu
00939277-v	dijelaskan
01985247-a	terbuka
00815941-a	ke-19
01655902-v	ulang
00866702-v	disucikan
07985223-n	sepasang
09614684-n	penjaga
00007703-r	separuh
02694106-v	mengapit
07066659-n	bergaya
09878275-n	pembangun
00050454-v	melepaskan
04254777-n	kaus kaki
03799710-n	mural
07320302-n	lahir
13963970-n	menikah
01410363-a	berbeda
90000144-n	lord vinayagar
02189491-a	32
90000144-n	vinayagar
00300441-n	udara
00851744-a	berhak
00067265-r	lanjut
02008396-v	berangkat
00127948-a	depan
02671880-v	memenuhi
07260623-n	kriteria
00049003-n	masuk
15224486-n	jangka
15224486-n	masa
01063049-v	keluarkan
=00127815-a	berikut
15243351-n	jangka panjang
02186338-a	1
05400860-n	a
09031653-n	swiss
09044862-n	amerika serikat
00079947-r	di atas
02009433-v	berangkat
00051848-r	langsung
01063049-v	mengeluarkan
02742844-a	asal
06685754-n	jaminan
00950431-v	anggap
08295138-n	cis
02329413-v	tiket
02014165-v	berangkat
05892427-n	persyaratan
02423183-v	izinkan
01053617-n	tinggal
08375154-n	persemakmuran
09018162-n	azerbaijan
09011151-n	belarus
09018848-n	georgia
09019726-n	kazakhstan
09020440-n	kyrgyzstan
09014586-n	moldova
09003284-n	rusia
09020961-n	tajikistan
09021503-n	turkmenistan
09014979-n	ukraina
09022265-n	uzbekistan
01588876-v	bermerek
01158872-v	campurkan
06333653-n	namanya
03147509-n	cangkir
01617192-v	menghasilkan
09282724-n	buih
07846471-n	susu kental manis
00176880-r	berulang kali
80000101-n	teh
01609287-v	menarik-narik
07882497-n	ramuan
02150948-v	tontonan
00251064-v	berkembang
01078783-v	menghadapi
01168569-n	persaingan
07920222-n	latte
00107416-r	akhir
01168569-n	kompetisi
01081152-v	mengadu
10492202-n	penarik
10677271-n	penyedia
13920429-n	kondisi
01848718-v	pergi
04078747-n	reservoir
00002621-r	hanya
01842690-v	menggunakan
13832355-n	arah timur
03415363-n	regu
01213614-v	merebut
06696483-n	kehormatan
01982957-a	bergengsi
01017439-a	bertubuh
00224280-r	mati-matian
00001740-a	keahlian
01946996-v	mendayung
00520892-a	mutlak
01505254-v	mempesona
10444194-n	penyair
02163468-a	hebat
08405603-n	kerajaan
80000811-n	chu
90000154-n	qu yuan
00585810-n	menteri
00956131-a	jujur
13709992-n	yuan
00039941-r	nampak
00159396-n	korupsi
01967373-v	menenggelamkan
09411430-n	mei
09411430-n	lo
14486274-n	keputusasaan
00037396-n	tindakan
10655730-n	awak
00786195-n	usaha
01229826-a	mati-matian
01398919-v	memukul-mukulkan
03837422-n	dayung
02002720-v	mengusir
02551144-v	menyelamatkan
02551832-v	menyelamatkan
01508368-v	melemparkan
01815185-v	menenangkan
02684924-v	dilanjutkan
02359340-v	dapat
04271891-n	tontonan
00943837-v	tunjukkan
06692572-n	sorakan
02373015-v	bergerak
02059462-v	berlomba
01912159-v	melintasi
01714208-v	lakukan
00257580-n	penyiraman
07458453-n	perlombaan
02608823-v	mulai bergerak
00083003-a	kompetitif
01813884-v	bergembira
01555133-a	terlebih
07034634-n	yel
01505254-v	memikat
13931145-n	persahabatan
00451510-a	erat
01586342-a	menarik
00894552-n	latihan
00745499-v	memanggil
07511733-n	harap
06689667-n	izinkan
01063939-n	menunggu
01713373-a	bercat
01275762-v	bergaris
02923802-n	gerigi
08429167-n	rombongan
01021973-v	tentukan
01870889-a	berguna
00340192-n	lalu
00035868-a	kesibukan
01567862-a	nasional
01920697-a	diramaikan
00886253-a	bersemangat
02426395-v	tutup
13994148-n	kemerdekaan
02716165-v	disertai
00048138-r	akhir
01809321-v	atasi
00611481-v	diperingati
00307631-n	berkelilinglah
02804590-a	suburban
06875094-n	bendera
02093390-v	berkibar-kibar
00716370-a	umum
01692222-a	di luar
01117723-n	obral
01733477-v	diadakannya
02084979-a	teknologi
01640855-v	diterapkan
02696795-a	sinematik
00953216-v	menceritakan
02450256-v	berpartisipasi
10077879-n	penggemar
07473441-n	kejayaan
07309781-n	gerakan
07349532-n	ombak
00029378-n	peristiwa
02161982-a	penting
15150618-n	1970-an
00020476-r	selalu
01284271-v	membuka
02876657-n	sebotol
07893642-n	sampanye
13862644-n	kembang
13439088-n	api
08556386-n	kejauhan
02306763-a	seru
00195024-r	sering
90000085-n	river hong bao
02202928-v	memelihara
00168588-v	menghidupkan
01760552-v	menghidupkan kembali
06891493-n	persembahan
06403969-n	kaligrafi
06784639-n	teka-teki
01714208-v	menampilkan
00077196-a	apung
00118567-a	hidup
15122231-n	kala
09909060-n	karakter
02510455-n	panda
00935247-n	keramik
01919931-a	gegap gempita
77000022-n	anda
00250898-r	antara
01375831-a	terkemuka
03154786-a	melewati
80000749-n	century egg
80000461-n	egg tarts
80000126-n	wanton mee
90000201-n	ION Orchard
90000126-n	Crystal Jade Kitchen
80001041-n	Marina Waterfront
80001043-n	baju kurung
77000106-n	kapan saja
07935152-n	green tea
80001051-n	C. K. Tangs
07702057-n	won ton
07669098-n	suckling pig
01385255-a	besar
07815839-n	black pepper
80000444-n	Chang E
90000031-n	Festival Tionchupia
80000320-n	kue bulan
06359193-n	situs web
07784522-n	ikan parang
07784522-n	wolf herring
09063673-n	Los Angeles
80001061-n	bamboo clam
80001061-n	kerang bambu
80000117-n	blood orange
80000593-n	bak kut teh
80000369-n	lotus paste
80000200-n	bukit timah
90000148-n	Mustafa Center
90000135-n	Hainanese chicken rice
80000177-n	chai tow kueh
80001095-n	Banda Street
80001096-n	Mosque Street
80001097-n	Forever 21
00825192-n	bela diri
90000422-n	dragon boat
80001132-n	ku-
02089420-v	bolak-balik
06636524-n	catatan
06784966-n	kasus
00967129-a	aneh
80001132-n	aku
00542120-v	jadi
00594337-v	tahu
04910135-n	cara
00575741-n	kerja
09945905-n	teman
80001132-n	-ku
09604451-n	holmes
77000080-a	itu
02973241-a	tragis
01265308-a	menggelikan
06606694-n	pokok
80001130-n	-nya
02413480-v	bekerja
80001130-n	dia
00606370-n	seni
00785962-v	menyelidiki
00766234-n	kriminalitas
00246296-r	sekadar
00158804-v	menumpuk
02237338-v	menolak
02436349-v	menangani
00967646-a	fantastis
02506555-a	macam
00652900-v	bandingkan
08884961-n	surrey
00339934-v	terjadi
05817145-n	perkenalan
80001133-n	kami
09829923-n	bujangan
01111375-n	sewaan
01000214-v	mencatat
07227772-n	janji
13742573-n	se-
02072849-v	lalu
01020356-v	menuliskan
01933731-a	sebenarnya
01378556-v	tersiar
02677097-v	mengenai
07355491-n	kematian
01779165-v	menakutkan
00652900-v	banding
77000092-n	apa
00018158-v	bangun
02423284-a	rapi
00106921-r	biasanya
02690708-v	terletak
04190052-n	rak
00485711-a	biasanya
00018813-v	membangunkan
00699626-v	bersikeras
00628491-v	pikir
01827858-v	mengagumi
02025829-v	menemani
00979870-v	kata
77000075-n	ini
10020890-n	dr.
08489627-n	situ
01835496-v	pindah
07520612-n	teror
01974062-v	diangkat
05849284-n	ciri-ciri
00031899-r	sekali
05685030-n	bingung
00149583-v	jadi
77000095-n	siapa
80001230-x	ya
04731925-n	titik
00269989-a	terang
05988498-n	kegelapan
13742573-n	satu
00939277-v	beberkan
00896803-v	alasan
02215087-a	satu-satunya
01712704-v	perbuat
02268351-v	memboroskan
02347220-v	gadaikan
00631378-n	praktek
14563564-n	kekejaman
04005630-n	penjara
10734394-n	kembar
00004722-r	baru
02270186-a	tiap
01855606-v	pindah
01090335-v	tengkar
02703952-v	mendekati
10290541-n	maniak
02229550-v	menurun
10154186-n	gipsi
00668099-v	betah
10595164-n	adik
07109730-n	penuturan
77000112-n	kenapa
07400156-n	siulan
07387509-n	suara
00014742-v	tidur
01348174-v	mengunci
00061677-r	tiba-tiba
07385660-n	kebisingan
01972298-v	jatuh
05061977-n	pelan
02053941-v	mendekati
01976488-v	jatuh
05559908-n	anggota
00061528-r	tiba-tiba
01890792-v	mengejang
01238201-a	terbaring
00746718-v	menyuruh
00835032-n	napas
10009276-n	penyidik
09304465-n	lubang
01563724-v	sekat
00419908-n	penganiayaan
05602548-n	dahi
15237044-n	semi
02504562-v	paksa
06646243-n	pertanda
06341249-n	miss
00534837-v	memerah
00475308-a	berkobar-kobar
77000139-n	kita
01158181-v	membuang
00484892-v	menyelesaikan
02050132-v	lewati
00283911-v	warna
01447937-a	ketat
00785690-v	mengintip
12416423-n	crocus
00061262-a	sigap
02655698-v	menjauh
00916274-v	gertak
00151689-v	jatuh
02269635-a	masing-masing
09178999-n	alasan
02558172-v	merintangi
01973125-v	turunkan
09437454-n	lereng
06642138-n	berita
07491038-n	kegembiraan
06741305-n	alasan
01974062-v	mengangkat
03521076-n	engsel
00149510-r	nyata
02166460-v	mengamati
00367427-n	pembesar
00141632-v	ikatkan
00046299-r	sekali
01051331-n	penempatan
00802318-v	mengizinkan
13878112-n	pusaran
01862697-a	cuma
09179606-n	kenapa
05698247-n	keragu-raguan
00759269-v	mohon
00963570-v	kata
02697120-v	mengancam
15166191-n	petang
03427296-n	pintu
05018103-n	cahaya
00784342-v	tanyakan
07412478-n	sepercik
15156311-n	esok
00341917-v	tiba
08646306-n	kegelapan
01233020-a	pipih
01494310-v	letakkan
04952944-n	cahaya
09620078-n	penghuni
07211950-n	lolongan
03313602-n	wajah
00528990-v	tersembul
03109881-n	pojok
08111419-n	jenis
01494310-v	menempatkan
05891783-n	dugaan
05218119-n	mayat
01744515-a	jeli
09976429-n	makhluk
01484392-v	ikatan
05060189-n	tergesa-gesa
80001268-n	benang
01772222-n	laba-laba
06396142-n	bagian
02186338-a	suatu
80001271-n	sang
00283568-n	jalan-jalan
02251212-a	sendirian
09397391-n	kolam
05627785-n	surga
00294245-v	bermekaran
05869584-n	semuanya
00022131-r	se-
13165409-n	putik
00177547-a	keemasan
11691523-n	kelopak
01052248-a	semerbak
05714466-n	wangi
80001269-v	tiada
00468795-a	merebak
00138611-r	agaknya
15271417-n	selang
01076046-n	henti
13903576-n	pinggir
00062330-r	sengaja
80001130-n	ia
13937075-n	keadaan
09379111-n	sela
04362025-n	permukaan
02655135-v	terdapat
05629682-n	neraka
01705513-a	jelas
02841315-n	teropong
09260466-n	kristal
01868370-v	menggeliat
10476086-n	pesakitan
09908025-n	pemuda
09880741-n	maling
00031798-r	pernah
01323958-v	membunuh
00378664-v	membakar
02582615-v	melakukan
04842515-n	kejahatan
77000088-r	demikian
00693780-v	mengingat
13954253-n	adanya
00034574-n	kebaikan
01771839-a	lebat
02154312-v	melihat
01885845-v	merayap
00163233-n	niat
01594664-v	menginjak
00095280-a	mati
00689344-v	berpikir
00038625-r	tentunya
10627082-n	nyawa
01050890-a	kasihan
00568304-a	lepas
77000088-r	begitu
00048138-r	akhirnya
00098714-r	malahan
02547586-v	menolong
00607780-v	teringat
07295629-n	imbalan
00030358-n	perbuatan
02036934-a	baik
00699626-v	memutuskan
00510629-r	kebetulan
02165304-v	menoleh
02054989-v	menjulurkan
00283327-a	keperakan
01409581-a	laksana
14924602-n	giok
00180279-r	perlahan
01850315-v	memindahkan
01973125-v	menurunkan
80001161-n	antara
09397607-n	kolam
80001272-v	timbul-tenggelam
10601078-n	pendosa
07860629-n	mana
00273082-a	gelap
00403385-a	pekat
08629508-n	balik
00781644-a	samar-samar
04952944-n	kilauan
03816136-n	jarum
00194924-a	mengerikan
07519253-n	kengerian
02017416-v	muncul
00943831-a	terperikan
02324478-v	tambah
01918984-a	senyap
08588294-n	dalam
08521623-n	kuburan
00232600-r	sayup-sayup
02169702-v	terdengar
07126383-n	lenguhan
01985923-v	jatuh
14463676-n	kelelahan
14333433-n	siksaan
00018189-r	sampai-sampai
07126383-n	rintihan
07495327-n	derita
00340239-a	tentu
00067129-v	sesenggukan
09474557-n	kubangan
00005526-v	gelagapan
01837744-a	persis
01639765-n	katak
00003939-a	sekarat
77000093-n	apa-apa
08588699-n	tengah
01434717-a	jauh
01970826-v	turun
00275290-a	temaram
02456157-a	takut
02743261-a	manusia
02167052-v	melihat
00190115-a	sadar
01233027-v	tepuk
07527352-n	gembira
80001273-v	bergelayut
01921964-v	memanjat
01525666-v	jalan
00210446-r	lancar
00053952-r	mungkin
01580050-a	perlu
01915365-v	melewati
01989873-v	tenggelam
09540430-n	peri
00840510-a	lekas
00812526-n	pegangan
00842199-a	erat
01381549-v	mengerahkan
02343110-a	ulung
00043003-r	maka
01498769-a	terkira
05129565-n	jauhnya
02020590-v	sampai
02564986-a	sanggup
00114431-n	tarikan
00701877-v	memutuskan
00779061-v	istirahat
80001273-v	bergelayutan
04710127-n	kerasnya
00033308-r	tadi
11473954-n	sinar
00164751-r	sekiranya
00350104-v	lanjutkan
00053952-r	agaknya
01010862-a	semula
01216670-v	memegang
02767308-v	mengeluarkan
07110615-n	suara
01468097-a	untung
00301589-a	terhitung
00033615-n	jumlah
02036755-v	berbaris
02219486-n	semut
80001131-n	mereka
13955461-n	kenyataan
01564881-a	terpaku
02357479-a	kaget
00077645-a	ngeri
05301908-n	mulut
02718750-v	ternganga
00439588-a	pilon
01850315-v	bergerak
77000090-n	bagaimana
01116585-v	menahan
05026843-n	berat
01573515-v	putus
01192628-v	sanggup
01387319-a	banyak
00149510-r	benar-benar
00112009-r	paling
00101051-r	jauh
01729566-a	sedia
01051410-a	celaka
00344174-v	terjadi
05814291-n	hal
80000622-a	entah
80001077-n	berapa
02196107-a	ratus
13849810-n	ribuan
08430568-n	barisan
04952944-n	kilau
01157762-a	pekat
00079107-r	niscaya
05868272-n	tengah
02720354-v	ikut
15247110-n	seketika
00912473-v	berteriak
01452593-a	nyaring
77000019-n	kalian
00326440-n	turun
01526605-v	ayo
00011093-r	baik-baik
05035353-n	daya
15247110-n	sekejap
