Indonesian	Arabic	Croatian	Thai	Slovene	Finnish	Portuguese	Japanese	Polish	Greek 	Chinese 	English 	Spanish 
kering tipis	None	None	None	None	None	None	None	None	None	None	wafers	None
gajimu	None	None	None	None	None	None	None	None	None	None	your wages	None
Upah	None	None	None	None	None	None	None	None	None	None	wages	None
berkabunglah	None	None	None	None	None	None	None	None	None	None	wail	None
meratapi orang	None	None	None	None	None	None	None	None	None	None	wailing	None
menunggu anaknya	None	None	None	None	None	None	None	None	None	None	waited	None
menanti	None	None	None	None	None	None	None	None	None	None	waiting	None
hidup tanpa	None	None	None	None	None	None	None	None	None	None	walks	None
pengembaraanku	None	None	None	None	None	None	None	None	None	None	wanderings	None
menghangatkan	None	None	None	None	None	None	None	None	None	None	warming	None
diperingatkan	None	None	None	None	None	None	None	None	None	None	warned	None
yang mengatakan bahwa	None	None	None	None	None	None	None	None	None	None	warned	None
diakui oleh	None	None	None	None	None	None	None	None	None	None	warring	None
larinya	None	None	None	None	None	None	None	None	None	None	was as	None
ditebarkan	None	None	None	None	None	None	None	None	None	None	was cast	None
kejamnya	None	None	None	None	None	None	None	None	None	None	was cruel	None
Keluarga	None	None	None	None	None	None	None	None	None	None	was of the house of	None
disiarkan	None	None	None	None	None	None	None	None	None	None	was published	None
dibentuk	None	None	None	None	None	None	None	None	None	None	was set up	None
dimaksudkan	None	None	None	None	None	None	None	None	None	None	was spoken of	de quien
mencurat	None	None	None	None	None	None	None	None	None	None	was sprinkled on	None
nyaman	None	None	None	None	None	None	None	None	None	None	was well	None
memberikan kita	None	None	None	None	None	None	None	None	None	None	washing	None
pengawal kota	None	None	None	None	None	None	None	None	None	None	watchmen	None
menyiram	None	None	None	None	None	None	None	None	None	None	watered	None
diberi minum	None	None	None	None	None	None	None	None	None	None	watered	None
ombaknya	None	None	None	None	None	None	None	None	None	None	waves	olas
Ombak	None	None	None	None	None	None	None	None	None	None	waves	None
geloranya	None	None	None	None	None	None	None	None	None	None	waves	None
musafir	None	None	None	None	None	None	None	None	None	None	wayfaring man	None
itu mulai melemahkan	None	None	None	None	None	None	None	None	None	None	weakened	None
Ia lemah	None	None	None	None	None	None	None	None	None	None	weakness	None
kekayaanku	None	None	None	None	None	None	None	None	None	None	wealth was great	None
hartanyalah	None	None	None	None	None	None	None	None	None	None	wealth	None
Tetapi setiap senjata	None	None	None	None	None	None	None	None	None	None	weapon	None
membosankan	None	None	None	None	None	None	None	None	None	None	wearied	None
melelahkan	None	None	None	None	None	None	None	None	None	None	weariness	None
biawak	None	None	None	None	None	None	None	None	None	None	weasel	None
belas hari	None	None	None	None	None	None	None	None	None	None	weeks	None
harus menimbang	None	None	None	None	None	None	None	None	None	None	weigh	None
menilai	None	None	None	None	None	None	None	None	None	None	weighs	examina
yang memberatkan	None	None	None	None	None	None	None	None	None	None	weight	None
besar kalau	None	None	None	None	None	None	None	None	None	None	weight	None
kesehatan	None	None	None	None	None	None	None	None	None	None	welfare	None
menangisinya	None	None	None	None	None	None	None	None	None	None	wept over	None
bertebaran	None	None	None	None	None	None	None	None	None	None	were all	None
terpenggal	None	None	None	None	None	None	None	None	None	None	were cut	None
murnilah	None	None	None	None	None	None	None	None	None	None	were healed	None
tercabut	None	None	None	None	None	None	None	None	None	None	were plucked	None
dibasahi	None	None	None	None	None	None	None	None	None	None	wet with the	None
padahal sekarang	None	None	None	None	None	None	None	None	None	None	whereas	None
Kalungmu	None	None	None	None	None	None	None	None	None	None	whereon	None
Keledai	None	None	None	None	None	None	None	None	None	None	whereon	asno
di mana pun	None	None	None	None	None	None	None	None	None	None	wherever	None
pemfitnah	None	None	None	None	None	None	None	None	None	None	whisperer	None
ke mana saja	None	None	None	None	None	None	None	None	None	None	whithersoever	None
utuh	None	None	None	None	None	None	None	None	None	None	whole burnt	None
pelacur yang	None	None	None	None	None	None	None	None	None	None	whore	None
alias	None	None	None	None	None	None	None	None	None	None	whose name	None
yang sejahat	None	None	None	None	None	None	None	None	None	None	wickedly	None
memberanikan	None	None	None	None	None	None	None	None	None	None	will build	None
Kututupi	None	None	None	None	None	None	None	None	None	None	will cover	None
serang	None	None	None	None	None	None	None	None	None	None	will light	None
gandarusa	None	None	None	None	None	None	None	None	None	None	willows	None
cemar	None	None	None	None	None	None	None	None	None	None	wiped	None
berbudi	None	None	None	None	None	None	None	None	None	None	wise is	None
yang cerdik	None	None	None	None	None	None	None	None	None	None	wisely	None
meniadakan	None	None	None	None	None	None	None	None	None	None	with tears	None
mengering	None	None	None	None	None	None	None	None	None	None	wither	None
mencegah	None	None	None	None	None	None	None	None	None	None	withheld	entregada en mano del rey
oleh serigala	None	None	None	None	None	None	None	None	None	None	wolf	None
yang mereka peroleh	None	None	None	None	None	None	None	None	None	None	won	None
situ heran	None	None	None	None	None	None	None	None	None	None	wondered	None
yang menakjubkan	None	None	None	None	None	None	None	None	None	None	wondrous	None
gegat	None	None	None	None	None	None	None	None	None	None	wool	None
tantangan	None	None	None	None	None	None	None	None	None	None	words of the	None
mengganjar	None	None	None	None	None	None	None	None	None	None	work of a	None
pahat	None	None	None	None	None	None	None	None	None	None	workman	None
Ulat	None	None	None	None	None	None	None	None	None	None	worm	None
menyembahnya	None	None	None	None	None	None	None	None	None	None	worship the image of the beast	None
Disuruhnya	None	None	None	None	None	None	None	None	None	None	would desire	None
lukaku	None	None	None	None	None	None	None	None	None	None	wound	None
Luka	None	None	None	None	None	None	None	None	None	None	wounds	None
dibungkus	None	None	None	None	None	None	None	None	None	None	wrapped	None
dibungkusnya	None	None	None	None	None	None	None	None	None	None	wrapped	None
terbungkus	None	None	None	None	None	None	None	None	None	None	wrapped	envuelta
bergumul	None	None	None	None	None	None	None	None	None	None	wrestled	None
mencatatnya	None	None	None	None	None	None	None	None	None	None	write them	None
menuliskannya	None	None	None	None	None	None	None	None	None	None	writing	None
yang ditulis Musa	None	None	None	None	None	None	None	None	None	None	writings	None
bersalah kepada	None	None	None	None	None	None	None	None	None	None	wronged	None
Tulisnya	None	None	None	None	None	None	None	None	None	None	wrote in the letter	None
kuning	None	None	None	None	None	None	None	None	None	None	yellow	None
itu kemarin	None	None	None	None	None	None	None	None	None	None	yesterday	None
cuma menghasilkan	None	None	None	None	None	None	None	None	None	None	yield	None
menghembuskan	None	None	None	None	None	None	None	None	None	None	yielded	None
trampil	None	None	None	None	None	None	None	None	None	None	young man that	None
muda hendaklah engkau perlakukan	None	None	None	None	None	None	None	None	None	None	younger	None
bungsunya	None	None	None	None	None	None	None	None	None	None	youngest	menor
minumanmu	None	None	None	None	None	None	None	None	None	None	your drink	None
pendapatnya	None	None	None	None	None	None	None	None	None	None	your faces	None
salammu	None	None	None	None	None	None	None	None	None	None	your peace	None
disadari	None	None	None	None	None	None	None	None	None	None	your pots	None
kesusahanmu	None	None	None	None	None	None	None	None	None	None	your sorrow	None
permohonanmu	None	None	None	None	None	None	None	None	None	None	your supplication	None
omonganmu	None	None	None	None	None	None	None	None	None	None	your words	None
ajaranmu	None	None	None	None	None	None	None	None	None	None	yours	None
semangat mereka itu	None	None	None	None	None	None	None	None	None	None	zeal	None
Bahkan	None	None	None	None	None	None	None	None	None	None	None	Aun
Biarpun	None	None	None	None	None	None	None	None	None	None	None	Aunque
Dengan	None	None	None	None	None	None	None	None	None	None	None	Con
Engkau menguatkan	None	None	None	None	None	None	None	None	None	None	None	Contigo
Engkau menyombongkan	None	None	None	None	None	None	None	None	None	None	None	Corté
Hukumlah mereka	None	None	None	None	None	None	None	None	None	None	None	Dales
ia berkata	None	None	None	None	None	None	None	None	None	None	None	Dijo
Coba beritahukan	None	None	None	None	None	None	None	None	None	None	None	Dime
itu ia mendirikan	None	None	None	None	None	None	None	None	None	None	None	Edificó
Kusingkirkan	None	None	None	None	None	None	None	None	None	None	None	Eliminaré
Waktu itu	None	None	None	None	None	None	None	None	None	None	None	Era
Ia membangun	None	None	None	None	None	None	None	None	None	None	None	Erigió
Ajarkanlah semuanya	None	None	None	None	None	None	None	None	None	None	None	Estas
Firaun	None	None	None	None	None	None	None	None	None	None	None	del Faraón
Engkaulah kekuatanku	None	None	None	None	None	None	None	None	None	None	None	Fortaleza
hidup dengan	None	None	None	None	None	None	None	None	None	None	None	Habitarán
Malah	None	None	None	None	None	None	None	None	None	None	None	Hasta
Kami telah	None	None	None	None	None	None	None	None	None	None	None	Hemos
Kami sudah	None	None	None	None	None	None	None	None	None	None	None	Hemos
Kamu boleh pergi	None	None	None	None	None	None	None	None	None	None	None	Id
Aku berseru	None	None	None	None	None	None	None	None	None	None	None	Invocaré
Para	None	None	None	None	None	None	None	None	None	None	None	Los
Lepaskanlah aku	None	None	None	None	None	None	None	None	None	None	None	Líbrame
Aku lahir	None	None	None	None	None	None	None	None	None	None	None	Nací
Tidak seorang	None	None	None	None	None	None	None	None	None	None	None	Nadie
Kita tidak	None	None	None	None	None	None	None	None	None	None	None	Ni
juga tidak	None	None	None	None	None	None	None	None	None	None	None	Ni
Lalu saya mendengar	None	None	None	None	None	None	None	None	None	None	None	Oí
Kamu akan menanami	None	None	None	None	None	None	None	None	None	None	None	Plantarás
Sanggupkah kalian	None	None	None	None	None	None	None	None	None	None	None	Podéis
Ia harus meletakkan	None	None	None	None	None	None	None	None	None	None	None	Pondrá
Maksudmu	None	None	None	None	None	None	None	None	None	None	None	Por cuanto
Ia menempatkan	None	None	None	None	None	None	None	None	None	None	None	Puso
Mereka seperti	None	None	None	None	None	None	None	None	None	None	None	Son
ikut Aku	None	None	None	None	None	None	None	None	None	None	None	Sígueme
Kita mempunyai	None	None	None	None	None	None	None	None	None	None	None	Tenemos
Sesudah itu Ia mengambil	None	None	None	None	None	None	None	None	None	None	None	Tomando
Lalu Ia	None	None	None	None	None	None	None	None	None	None	None	Tomó
Bawa anak itu	None	None	None	None	None	None	None	None	None	None	None	Traédmelo
Lalu saya	None	None	None	None	None	None	None	None	None	None	None	Vi
Wilayahmu	None	None	None	None	None	None	None	None	None	None	None	Vuestro territorio
disenangi	None	None	None	None	None	None	None	None	None	None	None	abominación a
Kejahatan yang	None	None	None	None	None	None	None	None	None	None	None	abominación
dibukakan untukmu	None	None	None	None	None	None	None	None	None	None	None	abrirá
kelimpahan	None	None	None	None	None	None	None	None	None	None	None	abundancia
mereka binasa	None	None	None	None	None	None	None	None	None	None	None	acabarlos
tindakanku itu	None	None	None	None	None	None	None	None	None	None	None	actuado
bertindak	None	None	None	None	None	None	None	None	None	None	None	actuado
kepala rumah	None	None	None	None	None	None	None	None	None	None	None	administrador
lawanku	None	None	None	None	None	None	None	None	None	None	None	mis enemigos
ia mengubah	None	None	None	None	None	None	None	None	None	None	None	advertir
noda	None	None	None	None	None	None	None	None	None	None	None	afrenta
senanglah	None	None	None	None	None	None	None	None	None	None	None	alegraron
dari Aleksandria	None	None	None	None	None	None	None	None	None	None	None	alejandrina
terpesona	None	None	None	None	None	None	None	None	None	None	None	aliento
yang Kukasihi	None	None	None	None	None	None	None	None	None	None	None	amado
sedang berjalan	None	None	None	None	None	None	None	None	None	None	None	andaba
Yesus memperlihatkan	None	None	None	None	None	None	None	None	None	None	None	apareció
panahmu	None	None	None	None	None	None	None	None	None	None	None	arco
